frame,bbox,face_id,detect_conf,track_conf,sex_decfunc,age_decfunc,sex_label,age_label,sex_decfunc_avg,age_decfunc_avg,sex_label_avg,age_label_avg
90,"(53, 105, 260, 313)",0,,22.372133398294277,-12.789049,3.1182582,f,26.18258237838745,-13.757429,3.239944,f,27.399439811706543
90,"(949, -9, 1116, 157)",1,,18.466571009361836,7.88564,3.9101489,m,34.10148859024048,8.010995,3.7638829,m,32.63882875442505
90,"(737, 6, 915, 184)",2,,18.94494401513564,-5.2930555,2.1585643,f,16.58564329147339,-7.7898626,2.379425,f,18.79425048828125
90,"(327, 151, 498, 322)",4,,17.0215537287861,-8.817596,2.7843773,f,22.843773365020752,-10.052649,2.8265493,f,23.265492916107178
100,"(53, 106, 257, 310)",0,0.9792578816413879,18.912052600454043,-15.543241,3.1779962,f,26.779961585998535,-13.757429,3.239944,f,27.399439811706543
100,"(954, -18, 1112, 140)",1,0.7909373044967651,12.722924375431786,7.996357,3.7607677,m,32.60767698287964,8.010995,3.7638829,m,32.63882875442505
110,"(59, 100, 262, 303)",0,,21.91826707436136,-15.696683,3.2443426,f,27.44342565536499,-13.757429,3.239944,f,27.399439811706543
110,"(945, -19, 1105, 142)",1,,19.22960156375073,5.932353,3.5892634,m,30.892634391784668,8.010995,3.7638829,m,32.63882875442505
120,"(62, 97, 262, 297)",0,,22.294953320491167,-13.842932,3.2467594,f,27.467594146728516,-13.757429,3.239944,f,27.399439811706543
120,"(953, -10, 1111, 147)",1,,24.536549199028094,7.969244,3.6711233,m,31.711232662200928,8.010995,3.7638829,m,32.63882875442505
130,"(70, 98, 269, 297)",0,,18.833031170547155,-14.525985,3.138455,f,26.384549140930176,-13.757429,3.239944,f,27.399439811706543
130,"(949, -10, 1113, 154)",1,,21.90838381471825,6.9684668,3.543559,m,30.435590744018555,8.010995,3.7638829,m,32.63882875442505
140,"(69, 105, 267, 303)",0,,22.43141384917666,-13.672417,3.1349332,f,26.349332332611084,-13.757429,3.239944,f,27.399439811706543
140,"(949, -1, 1109, 160)",1,,21.46395032569823,7.118023,3.8143845,m,33.14384460449219,8.010995,3.7638829,m,32.63882875442505
150,"(56, 104, 258, 306)",0,0.9880274534225464,16.934187039683206,-13.45526,3.1111002,f,26.11100196838379,-13.757429,3.239944,f,27.399439811706543
150,"(943, -21, 1110, 146)",1,0.7198933959007263,22.72995387620884,7.7829494,3.7666688,m,32.666687965393066,8.010995,3.7638829,m,32.63882875442505
150,"(571, 199, 732, 359)",5,0.8321158289909363,,14.299789,3.2353845,m,27.35384464263916,13.050563,3.2388117,m,27.38811731338501
150,"(718, -7, 907, 182)",6,0.6732754111289978,,-3.4018016,2.8318598,f,23.31859827041626,-3.4018016,2.8318598,f,23.31859827041626
160,"(51, 107, 252, 308)",0,,21.44475105145547,-13.613276,3.1416955,f,26.41695499420166,-13.757429,3.239944,f,27.399439811706543
160,"(938, -20, 1098, 140)",1,,14.647514510998484,4.7826157,3.7242925,m,32.24292516708374,8.010995,3.7638829,m,32.63882875442505
160,"(573, 203, 737, 367)",5,,18.550607353243695,11.527568,3.269751,m,27.697510719299316,13.050563,3.2388117,m,27.38811731338501
170,"(46, 109, 246, 309)",0,,20.034955785528147,-14.20346,3.3509133,f,28.509132862091064,-13.757429,3.239944,f,27.399439811706543
170,"(938, -32, 1108, 138)",1,,17.5481309050623,10.129301,4.0014086,m,35.01408576965332,8.010995,3.7638829,m,32.63882875442505
170,"(565, 203, 730, 368)",5,,14.8091158472891,13.90657,3.0127318,m,25.127317905426025,13.050563,3.2388117,m,27.38811731338501
180,"(42, 111, 233, 303)",0,,19.242221774084154,-13.067086,3.151689,f,26.51689052581787,-13.757429,3.239944,f,27.399439811706543
180,"(933, -30, 1102, 139)",1,,13.270937656730043,8.831005,3.7522278,m,32.52227783203125,8.010995,3.7638829,m,32.63882875442505
180,"(560, 195, 728, 363)",5,,17.35232233411093,13.792889,3.2756715,m,27.756714820861816,13.050563,3.2388117,m,27.38811731338501
190,"(45, 96, 240, 291)",0,,15.03919905346807,-14.317535,3.1661403,f,26.6614031791687,-13.757429,3.239944,f,27.399439811706543
190,"(566, 184, 732, 350)",5,,18.346752195002914,15.193082,3.3970249,m,28.970248699188232,13.050563,3.2388117,m,27.38811731338501
200,"(26, 92, 241, 307)",0,0.9678126573562622,15.27110512685047,-11.687327,3.2994816,f,27.994816303253174,-13.757429,3.239944,f,27.399439811706543
200,"(575, 188, 741, 355)",5,0.8157707452774048,13.858712460869425,12.185279,3.1672316,m,26.67231559753418,13.050563,3.2388117,m,27.38811731338501
210,"(574, 174, 739, 338)",5,,8.264487039368623,10.44876,3.313887,m,28.138868808746338,13.050563,3.2388117,m,27.38811731338501
250,"(808, 93, 938, 223)",7,0.9975056052207947,,-6.8417997,2.4055698,f,19.055697917938232,-7.7807302,2.5583704,f,20.58370351791382
250,"(254, 110, 406, 262)",8,0.9825948476791382,,-7.0354214,2.7463965,f,22.46396541595459,-8.600071,2.970493,f,24.704930782318115
250,"(582, 222, 753, 393)",9,0.7289746403694153,,11.382228,2.9902985,m,24.902985095977783,11.382228,2.9902985,m,24.902985095977783
260,"(821, 78, 952, 209)",7,,17.85091083058492,-7.5340576,2.4587135,f,19.587135314941406,-7.7807302,2.5583704,f,20.58370351791382
260,"(250, 111, 403, 263)",8,,19.282942765018337,-9.075846,2.9962282,f,24.962282180786133,-8.600071,2.970493,f,24.704930782318115
270,"(846, 58, 978, 189)",7,,8.049686437119565,-7.3723497,2.7159152,f,22.159152030944824,-7.7807302,2.5583704,f,20.58370351791382
270,"(250, 102, 405, 256)",8,,12.54303192205936,-9.688945,3.1688547,f,26.688547134399414,-8.600071,2.970493,f,24.704930782318115
280,"(871, 63, 1005, 198)",7,,10.794232587616184,-7.812213,2.5466664,f,20.46666383743286,-7.7807302,2.5583704,f,20.58370351791382
290,"(859, 80, 989, 210)",7,,8.636856730469907,-8.625438,2.4814057,f,19.81405735015869,-7.7807302,2.5583704,f,20.58370351791382
300,"(872, 91, 997, 215)",7,0.9962054491043091,8.50766827532908,-7.691883,2.2683756,f,17.683756351470947,-7.7807302,2.5583704,f,20.58370351791382
300,"(-15, 147, 204, 365)",10,0.9975374937057495,,-6.622903,2.8707948,f,23.707947731018066,-7.872061,3.0274084,f,25.274083614349365
300,"(332, 150, 467, 285)",11,0.9748657941818237,,-7.253973,2.8657994,f,23.657994270324707,-7.9610286,2.9381614,f,24.381613731384277
300,"(595, 254, 765, 424)",12,0.7971505522727966,,12.211939,2.9495206,m,24.495205879211426,13.608699,3.0005426,m,25.00542640686035
310,"(881, 98, 1010, 228)",7,,17.42154961345884,-7.8744335,2.3039794,f,18.039793968200684,-7.7807302,2.5583704,f,20.58370351791382
310,"(19, 152, 231, 364)",10,,11.315162733559774,-9.121219,3.184022,f,26.840219497680664,-7.872061,3.0274084,f,25.274083614349365
310,"(342, 159, 479, 296)",11,,17.178692170356598,-8.178713,3.1930523,f,26.930522918701172,-7.9610286,2.9381614,f,24.381613731384277
310,"(591, 263, 761, 432)",12,,18.21934230910749,13.726292,2.9838612,m,24.83861207962036,13.608699,3.0005426,m,25.00542640686035
320,"(886, 94, 1016, 224)",7,,20.382431665770675,-8.375716,2.560845,f,20.60844898223877,-7.7807302,2.5583704,f,20.58370351791382
320,"(341, 169, 478, 305)",11,,18.85953064168048,-7.7036896,3.0034368,f,25.03436803817749,-7.9610286,2.9381614,f,24.381613731384277
320,"(599, 277, 767, 445)",12,,12.707313585760744,13.9950485,2.9656553,m,24.656553268432617,13.608699,3.0005426,m,25.00542640686035
330,"(885, 92, 1020, 227)",7,,14.721221935312423,-8.456518,2.8500578,f,23.5005784034729,-7.7807302,2.5583704,f,20.58370351791382
330,"(335, 167, 473, 305)",11,,19.013623720933587,-8.620448,2.7903934,f,22.90393352508545,-7.9610286,2.9381614,f,24.381613731384277
330,"(599, 284, 764, 449)",12,,15.33188464747025,13.71541,3.124659,m,26.246590614318848,13.608699,3.0005426,m,25.00542640686035
340,"(877, 78, 1015, 216)",7,,9.916409750659035,-7.334366,2.878534,f,23.785340785980225,-7.7807302,2.5583704,f,20.58370351791382
340,"(332, 136, 478, 282)",11,,11.20476689717455,-7.8797607,2.7346263,f,22.34626293182373,-7.9610286,2.9381614,f,24.381613731384277
340,"(604, 270, 772, 439)",12,,14.794941362652246,14.994675,3.0314908,m,25.314908027648926,13.608699,3.0005426,m,25.00542640686035
350,"(873, 68, 1007, 201)",7,0.9955918192863464,9.020686450859296,-7.669259,2.6720111,f,21.72011137008667,-7.7807302,2.5583704,f,20.58370351791382
350,"(337, 123, 473, 259)",11,0.9618728756904602,20.347690544981432,-8.129588,3.0416603,f,25.416603088378906,-7.9610286,2.9381614,f,24.381613731384277
350,"(613, 262, 791, 440)",12,0.9467676877975464,13.846136018457395,13.00883,2.9480696,m,24.480695724487305,13.608699,3.0005426,m,25.00542640686035
