frame,bbox,detect_conf,sex_decfunc,sex_label
235,"(788, 94, 923, 229)",0.9778347,-6.603174884725476,f
235,"(255, 102, 418, 265)",0.96927667,-17.788824880030432,f
235,"(569, 228, 737, 396)",0.956642,16.7900590498704,m
236,"(255, 102, 418, 264)",0.96862584,-16.772484785221437,f
236,"(791, 94, 927, 231)",0.96785575,-9.078709606816888,f
236,"(575, 230, 737, 392)",0.9490518,14.362403763334516,m
237,"(791, 92, 928, 228)",0.97746176,-6.764518012743429,f
237,"(255, 101, 417, 263)",0.9754175,-17.47847176552634,f
237,"(576, 228, 739, 391)",0.9581701,15.066782875772324,m
238,"(253, 97, 417, 261)",0.98105067,-16.63678331581719,f
238,"(792, 90, 925, 223)",0.9802215,-6.400576714639232,f
238,"(576, 225, 741, 390)",0.9653887,17.09264835848591,m
239,"(251, 94, 418, 261)",0.98643583,-15.363552649139537,f
239,"(793, 87, 924, 219)",0.9768265,-6.944683697199648,f
239,"(574, 221, 741, 388)",0.96586233,14.748172523204465,m
240,"(249, 92, 419, 262)",0.98732007,-15.011537634554015,f
240,"(572, 218, 740, 386)",0.9708155,16.45574106423632,m
240,"(797, 86, 925, 214)",0.96849984,-7.3313928976088985,f
241,"(250, 92, 420, 262)",0.988405,-14.19627300393059,f
241,"(798, 86, 924, 213)",0.97056746,-8.890328068429984,f
241,"(573, 216, 742, 385)",0.9644374,16.896934234259188,m
242,"(248, 93, 418, 263)",0.9916819,-16.135722648027617,f
242,"(571, 215, 741, 385)",0.9680935,14.398819970459112,m
242,"(799, 89, 923, 212)",0.96507305,-9.118709558632526,f
243,"(247, 97, 415, 265)",0.992272,-15.64548366805519,f
243,"(572, 215, 743, 387)",0.9784192,15.896814096452404,m
243,"(800, 90, 923, 213)",0.96350986,-9.584831273519839,f
244,"(251, 106, 411, 265)",0.9904936,-16.839613774285326,f
244,"(799, 92, 924, 217)",0.9767652,-9.663179957248156,f
244,"(566, 216, 742, 392)",0.9731652,15.476476114130858,m
245,"(248, 110, 406, 268)",0.990335,-16.970605157672004,f
245,"(568, 221, 737, 390)",0.9758614,14.800875967742481,m
245,"(801, 95, 924, 218)",0.96128595,-9.29855599007666,f
246,"(251, 113, 405, 267)",0.9918338,-17.087193443759197,f
246,"(569, 224, 738, 393)",0.98479086,18.046088557211096,m
246,"(801, 97, 926, 222)",0.958684,-8.227630389295566,f
247,"(253, 116, 403, 265)",0.9933216,-17.095099130746817,f
247,"(574, 226, 741, 393)",0.9932554,16.82048433752851,m
247,"(804, 99, 927, 222)",0.9386187,-9.041986846129602,f
248,"(577, 226, 745, 393)",0.9952048,10.235792432207408,m
248,"(254, 115, 404, 266)",0.9932892,-16.578717443937123,f
248,"(808, 98, 931, 220)",0.8997343,-9.699535807735938,f
249,"(579, 225, 748, 394)",0.9971943,10.609185900730454,m
249,"(254, 113, 407, 266)",0.992192,-18.46967567537076,f
249,"(811, 99, 932, 219)",0.8484514,-9.268251072731534,f
250,"(580, 222, 754, 395)",0.99808383,10.69218482806457,m
250,"(253, 111, 407, 265)",0.9916903,-16.636780826513387,f
250,"(812, 97, 933, 218)",0.80283564,-10.24409935156122,f
251,"(585, 223, 756, 394)",0.9990282,12.848014161551772,m
251,"(253, 111, 406, 264)",0.99127156,-16.26211673566898,f
251,"(813, 94, 938, 219)",0.85757583,-11.286251034026021,f
252,"(588, 224, 759, 395)",0.9989473,14.873420695336339,m
252,"(254, 111, 407, 264)",0.99224854,-16.846384912708686,f
252,"(816, 94, 941, 220)",0.9342876,-12.948251189686715,f
253,"(591, 227, 758, 393)",0.9990651,15.894627695244358,m
253,"(255, 112, 408, 265)",0.9913756,-17.904175256753703,f
253,"(818, 93, 944, 220)",0.9562784,-14.054656210449687,f
254,"(592, 228, 759, 394)",0.99885917,17.552511994683982,m
254,"(256, 113, 409, 267)",0.9829213,-18.391349474497012,f
254,"(818, 93, 946, 220)",0.97910154,-14.514833896815086,f
255,"(594, 228, 759, 393)",0.9985886,15.403014069119381,m
255,"(819, 93, 946, 220)",0.9849317,-14.056217004321953,f
255,"(257, 116, 406, 265)",0.97946256,-16.884586394496647,f
256,"(594, 230, 757, 393)",0.998334,14.1236328251834,m
256,"(820, 92, 946, 219)",0.984484,-14.774740866625674,f
256,"(258, 118, 403, 264)",0.97845185,-17.740287542208343,f
257,"(594, 232, 755, 392)",0.9986052,14.685141694953252,m
257,"(258, 120, 401, 263)",0.9826239,-19.442671864732972,f
257,"(823, 94, 942, 214)",0.97139275,-13.106878405891807,f
258,"(594, 232, 753, 391)",0.9984823,10.056227827055734,m
258,"(258, 121, 397, 260)",0.988,-19.022106132093867,f
258,"(825, 91, 944, 210)",0.96903145,-12.251144629022734,f
259,"(591, 229, 754, 392)",0.99852693,10.821206982504727,m
259,"(257, 118, 399, 261)",0.991214,-18.395220180119974,f
259,"(823, 87, 945, 209)",0.9616443,-13.34675281681553,f
260,"(589, 227, 754, 392)",0.9984546,8.62982879423885,m
260,"(256, 114, 399, 257)",0.99193716,-18.415261178470676,f
260,"(823, 81, 945, 204)",0.93944323,-11.629321753184644,f
261,"(586, 224, 754, 392)",0.9988476,7.792065112777048,m
261,"(254, 110, 400, 257)",0.9941942,-16.817490978470044,f
261,"(827, 80, 945, 199)",0.94803625,-14.465780965017649,f
262,"(586, 220, 757, 392)",0.9985947,6.674388117942947,m
262,"(255, 110, 399, 253)",0.9951697,-16.864605642036224,f
262,"(827, 76, 947, 196)",0.9713967,-13.450203579730868,f
263,"(586, 218, 758, 390)",0.9978789,7.031034527418277,m
263,"(258, 106, 402, 251)",0.99216825,-16.25031881576593,f
263,"(833, 73, 951, 191)",0.98298484,-12.56500882512957,f
264,"(586, 217, 757, 389)",0.9977404,7.286366421790129,m
264,"(257, 102, 405, 251)",0.9904241,-16.04475085099581,f
264,"(835, 68, 953, 187)",0.9746738,-13.553109733799364,f
265,"(586, 218, 756, 388)",0.9976532,7.619515765659088,m
265,"(256, 101, 406, 250)",0.9889234,-15.723470901910686,f
265,"(841, 67, 955, 181)",0.9561926,-11.858670551350649,f
266,"(588, 219, 757, 388)",0.9980433,7.348953720184472,m
266,"(259, 104, 404, 249)",0.986529,-14.686952409032799,f
266,"(843, 65, 958, 180)",0.92889047,-11.105635060925922,f
267,"(586, 218, 758, 391)",0.9980292,8.263830582731059,m
267,"(262, 107, 403, 248)",0.9827399,-15.027141284514267,f
267,"(845, 64, 963, 182)",0.9178836,-11.608324554726424,f
268,"(586, 221, 757, 392)",0.998161,7.2321907669443135,m
268,"(263, 110, 402, 249)",0.9839289,-16.1445064277601,f
268,"(847, 63, 966, 182)",0.8793985,-10.446627762590879,f
269,"(585, 222, 756, 393)",0.99808013,7.5762222590883415,m
269,"(264, 111, 401, 249)",0.9821906,-17.46319683427392,f
269,"(851, 64, 968, 182)",0.89420605,-11.212812253712675,f
270,"(585, 223, 755, 394)",0.99822146,7.606342527793275,m
270,"(265, 113, 401, 249)",0.98040915,-17.577629849958676,f
270,"(854, 66, 971, 183)",0.85405415,-8.661004398418195,f
271,"(586, 225, 755, 395)",0.9983816,7.662073267493914,m
271,"(266, 113, 401, 249)",0.97934705,-17.38711359385615,f
271,"(855, 67, 973, 185)",0.81060326,-8.424369317405862,f
272,"(588, 227, 755, 394)",0.99806017,6.613025731343424,m
272,"(265, 114, 401, 250)",0.97865504,-17.378365987427912,f
273,"(589, 229, 753, 393)",0.9981019,5.491629117318814,m
273,"(264, 114, 401, 251)",0.9805222,-17.817790339862455,f
273,"(861, 63, 985, 187)",0.7519647,-10.261660503978622,f
274,"(589, 231, 750, 392)",0.99846554,6.6486383707581895,m
274,"(265, 116, 403, 254)",0.9736723,-21.07847203038135,f
274,"(864, 62, 988, 186)",0.9000829,-9.612992746049745,f
275,"(588, 234, 745, 391)",0.998698,7.939230377343678,m
275,"(266, 118, 401, 253)",0.9700342,-18.343765556661374,f
275,"(866, 62, 991, 187)",0.9463277,-10.122367970720719,f
276,"(588, 235, 746, 393)",0.99861526,6.421555907136081,m
276,"(267, 122, 404, 258)",0.9571433,-19.605160015172075,f
276,"(867, 62, 992, 187)",0.95406467,-9.994525601710036,f
277,"(586, 234, 750, 398)",0.9981413,5.805714827531312,m
277,"(868, 63, 994, 189)",0.9701839,-11.216699905806601,f
277,"(268, 122, 405, 259)",0.9015263,-14.604924120341279,f
278,"(588, 236, 750, 398)",0.99791545,6.744044766894238,m
278,"(872, 67, 996, 192)",0.98350495,-12.591771743804738,f
278,"(272, 122, 417, 267)",0.8936544,-16.469251166291173,f
279,"(588, 236, 749, 397)",0.99771476,8.654820562192446,m
279,"(873, 68, 998, 192)",0.9836573,-12.251062175974953,f
279,"(275, 124, 416, 266)",0.9275949,-16.663272482552205,f
279,"(-54, 214, 139, 407)",0.81934434,-5.247023124467913,f
280,"(585, 235, 752, 402)",0.9970203,12.181577404017148,m
280,"(873, 68, 1001, 196)",0.9825714,-12.026691379588259,f
280,"(279, 126, 420, 266)",0.95770586,-17.56136122965318,f
280,"(-60, 212, 145, 417)",0.6941076,-5.5582795062093595,f
281,"(583, 234, 753, 404)",0.99617755,11.627243901325285,m
281,"(873, 71, 1001, 199)",0.9790587,-10.672398155563068,f
281,"(283, 127, 421, 265)",0.9781979,-14.506217144396242,f
281,"(-52, 211, 143, 406)",0.8233284,-6.764031041719413,f
282,"(581, 233, 753, 405)",0.994812,14.147446958201662,m
282,"(289, 130, 424, 264)",0.984142,-15.141818767214318,f
282,"(873, 73, 1002, 201)",0.9793554,-11.01288899073167,f
282,"(-46, 209, 145, 400)",0.7412874,-6.102259323548404,f
283,"(581, 234, 753, 406)",0.9950191,13.679028256164239,m
283,"(290, 133, 425, 268)",0.9860963,-15.821106912694765,f
283,"(873, 75, 1002, 204)",0.9802904,-10.11353005937808,f
284,"(582, 235, 754, 407)",0.9948395,16.209615594856228,m
284,"(292, 137, 424, 269)",0.98610294,-15.688862395342772,f
284,"(872, 74, 1002, 205)",0.9802893,-7.784325622975228,f
284,"(-40, 207, 136, 383)",0.81978375,-7.204353123366945,f
285,"(582, 236, 755, 410)",0.9959478,13.2317452545934,m
285,"(873, 80, 1000, 207)",0.9680692,-7.2596848337741235,f
285,"(290, 124, 438, 272)",0.93075746,-8.909016897535304,f
286,"(583, 238, 755, 410)",0.99711335,12.428654713814831,m
286,"(870, 78, 1000, 208)",0.96363264,-9.480970092070658,f
286,"(285, 127, 431, 273)",0.9415474,-8.474502062814329,f
287,"(583, 239, 759, 414)",0.99691015,14.889374304838642,m
287,"(867, 78, 1000, 211)",0.9596713,-7.26446694753005,f
287,"(297, 130, 437, 270)",0.91135645,-5.508354805282975,f
288,"(585, 241, 761, 417)",0.99722725,14.528519814214699,m
288,"(867, 77, 1001, 211)",0.9685873,-7.685399465262066,f
288,"(301, 134, 436, 269)",0.93683565,-14.120092626214626,f
289,"(586, 242, 764, 419)",0.9974437,15.859827588707319,m
289,"(868, 79, 1000, 210)",0.97337884,-5.417423486985362,f
289,"(305, 135, 441, 270)",0.96572065,-15.110204786754084,f
290,"(587, 244, 764, 421)",0.9980159,16.123385763977332,m
290,"(868, 81, 997, 210)",0.9742352,-6.437119171366595,f
290,"(310, 136, 444, 270)",0.9530096,-16.183073249238205,f
291,"(587, 244, 764, 421)",0.9980683,17.491313737981155,m
291,"(869, 85, 994, 210)",0.97948533,-7.49176601959539,f
291,"(312, 139, 444, 271)",0.94046086,-14.405940115339282,f
292,"(587, 243, 765, 421)",0.99797577,17.180618554044266,m
292,"(869, 85, 995, 211)",0.98709875,-7.795336173273247,f
292,"(316, 142, 444, 270)",0.9060506,-13.018758519624965,f
292,"(-15, 174, 165, 354)",0.6919247,-9.92416017965776,f
293,"(589, 245, 765, 421)",0.99775666,17.220241833318923,m
293,"(870, 89, 992, 211)",0.9821959,-9.371593481471626,f
293,"(319, 144, 447, 272)",0.8048071,-14.708800664564876,f
294,"(589, 246, 764, 421)",0.9973998,17.439627049573403,m
294,"(871, 91, 991, 211)",0.9799518,-9.718518017830995,f
294,"(320, 146, 449, 274)",0.74983454,-15.662358624127696,f
294,"(-7, 171, 170, 348)",0.7048291,-14.002948213561082,f
295,"(589, 246, 763, 421)",0.9969421,18.40988179911479,m
295,"(871, 92, 991, 212)",0.98179954,-11.020317533707034,f
295,"(321, 142, 457, 277)",0.76081014,-13.704015267695553,f
296,"(589, 247, 762, 420)",0.99700433,16.134899380490733,m
296,"(871, 93, 990, 211)",0.9818433,-10.433705373182734,f
296,"(323, 141, 460, 279)",0.8026655,-15.2824585295331,f
297,"(588, 247, 761, 421)",0.99725515,15.791607417962354,m
297,"(870, 92, 990, 211)",0.98063594,-10.420062300377419,f
297,"(327, 145, 460, 278)",0.8368614,-14.26468748242677,f
297,"(-15, 152, 176, 343)",0.71190625,-13.055262023563198,f
298,"(587, 247, 763, 422)",0.9974897,15.893699170095795,m
298,"(871, 92, 990, 212)",0.98177755,-10.598547006137762,f
298,"(327, 146, 462, 281)",0.84408087,-17.465290602971717,f
298,"(-10, 148, 193, 351)",0.8147931,-10.26343902979751,f
299,"(590, 251, 763, 424)",0.9971199,13.41051742649409,m
299,"(871, 92, 991, 212)",0.9825299,-10.878164548233135,f
299,"(328, 145, 467, 285)",0.8898324,-16.362139100958657,f
300,"(589, 254, 762, 427)",0.99732447,14.687646765073678,m
300,"(871, 93, 992, 214)",0.9839588,-10.12493104021864,f
300,"(331, 145, 469, 282)",0.90541655,-16.469180330850357,f
301,"(583, 251, 764, 432)",0.99600863,15.771071991889626,m
301,"(869, 93, 994, 218)",0.9811529,-9.593366421430325,f
301,"(339, 147, 471, 278)",0.8551652,-18.03064086054227,f
302,"(585, 258, 759, 432)",0.9966515,16.317466819040142,m
302,"(870, 95, 994, 219)",0.97495663,-9.598642595888009,f
302,"(-4, 137, 216, 357)",0.72099227,-8.97104285880632,f
302,"(334, 145, 477, 288)",0.67049867,-18.030269486167583,f
303,"(581, 254, 764, 437)",0.99619824,16.95789191979127,m
303,"(872, 97, 995, 220)",0.9754317,-8.881229609618254,f
303,"(-4, 138, 219, 360)",0.8883901,-9.239426462283765,f
303,"(333, 146, 478, 291)",0.6906087,-17.582331660597855,f
304,"(580, 254, 766, 440)",0.99572045,16.304983993715844,m
304,"(872, 98, 995, 221)",0.9760862,-8.712398350317791,f
304,"(-6, 132, 223, 361)",0.89323884,-7.6313741822067165,f
304,"(336, 150, 474, 288)",0.7091883,-18.61548039419109,f
305,"(580, 254, 767, 441)",0.99572057,16.257825219625968,m
305,"(872, 100, 994, 221)",0.9705747,-6.894778184455685,f
305,"(2, 131, 231, 360)",0.9550294,-7.695218397161581,f
305,"(342, 153, 472, 284)",0.6517786,-18.81282834759446,f
306,"(582, 254, 768, 440)",0.99617237,16.24360670355792,m
306,"(872, 100, 995, 223)",0.9702316,-7.650645947225753,f
306,"(7, 133, 237, 363)",0.9325297,-8.7502349570532,f
307,"(584, 256, 765, 437)",0.9967507,16.44819151050414,m
307,"(874, 102, 996, 224)",0.96654695,-7.506753845472048,f
307,"(11, 136, 238, 363)",0.9368232,-9.05461596352625,f
308,"(585, 257, 765, 437)",0.9969041,15.911367950597855,m
308,"(875, 103, 996, 225)",0.9678637,-7.285645597843508,f
308,"(17, 137, 245, 365)",0.95866466,-8.202336011073868,f
309,"(583, 255, 768, 440)",0.99618727,16.309354196168503,m
309,"(874, 103, 998, 227)",0.9722669,-7.669623290756791,f
309,"(17, 136, 249, 368)",0.94967896,-7.705314051486804,f
309,"(339, 155, 474, 290)",0.7213387,-18.828978042207744,f
310,"(584, 256, 770, 442)",0.99455875,15.252033824276792,m
310,"(876, 103, 1000, 227)",0.9654215,-8.133259177337425,f
310,"(26, 141, 253, 368)",0.92156184,-8.770189243680408,f
310,"(340, 160, 471, 291)",0.84184635,-17.790235205289804,f
311,"(587, 258, 773, 443)",0.99271446,14.778523447592729,m
311,"(877, 103, 1001, 227)",0.9634251,-8.982525423862162,f
311,"(342, 160, 473, 290)",0.87242484,-17.281908798316636,f
311,"(34, 140, 263, 369)",0.8040968,-8.747708419255915,f
312,"(587, 261, 774, 447)",0.99461913,14.529476048526233,m
312,"(878, 103, 1002, 227)",0.9608774,-9.223967190555584,f
312,"(344, 161, 473, 290)",0.95364654,-18.06025639880152,f
312,"(34, 138, 268, 372)",0.7892436,-10.085596713697392,f
313,"(589, 265, 776, 451)",0.99445575,14.151258189310814,m
313,"(345, 163, 474, 292)",0.97403616,-18.238842586474824,f
313,"(879, 102, 1003, 226)",0.9638834,-8.393350875462865,f
314,"(592, 268, 776, 451)",0.9923747,13.848176393164053,m
314,"(344, 163, 473, 293)",0.97699934,-17.65780353871682,f
314,"(879, 103, 1002, 226)",0.9708457,-8.110001643561281,f
315,"(594, 270, 775, 450)",0.9945016,13.2050872366022,m
315,"(879, 101, 1002, 224)",0.9787258,-8.679412015424992,f
315,"(342, 162, 475, 295)",0.9749854,-18.06520565639964,f
316,"(880, 100, 1003, 223)",0.9826027,-7.912254942372568,f
316,"(599, 272, 779, 452)",0.982598,14.146482850926562,m
316,"(341, 160, 477, 296)",0.9749536,-17.48987936697678,f
317,"(881, 99, 1004, 223)",0.98553246,-7.5220665098233805,f
317,"(341, 161, 477, 297)",0.9707583,-17.613946420804254,f
317,"(604, 273, 782, 451)",0.9561014,13.341545813480257,m
317,"(49, 144, 293, 389)",0.7289072,-14.397875080521358,f
318,"(881, 99, 1005, 223)",0.9874865,-7.88589670393074,f
318,"(343, 162, 475, 295)",0.9592555,-17.338161958639574,f
318,"(607, 275, 781, 448)",0.955831,13.221938450124375,m
318,"(46, 143, 299, 396)",0.9071088,-14.627476701897102,f
319,"(881, 99, 1006, 223)",0.9876538,-6.770832530482857,f
319,"(344, 166, 474, 295)",0.950594,-17.342365168744905,f
319,"(609, 276, 781, 448)",0.9254911,13.0425851067286,m
319,"(47, 142, 300, 395)",0.88617307,-13.694328237262486,f
320,"(882, 98, 1006, 222)",0.98605114,-5.461917314315102,f
320,"(344, 166, 473, 296)",0.9587901,-17.043426599251163,f
320,"(610, 277, 779, 446)",0.9200752,12.197295326431222,m
320,"(50, 146, 298, 395)",0.79248637,-12.780260613656004,f
321,"(881, 99, 1005, 222)",0.9844281,-8.463689395371206,f
321,"(343, 167, 472, 296)",0.96090025,-16.187896568850853,f
321,"(609, 277, 780, 447)",0.9185555,12.231710217366048,m
322,"(881, 99, 1007, 224)",0.97917765,-8.875159391521887,f
322,"(343, 167, 471, 295)",0.9618071,-16.643796541764097,f
322,"(608, 276, 780, 448)",0.9060194,12.086038539721203,m
323,"(882, 98, 1008, 224)",0.9770999,-9.395757331855211,f
323,"(342, 168, 470, 296)",0.9654837,-15.309230754416058,f
323,"(608, 276, 783, 451)",0.90304285,12.173668493582449,m
324,"(881, 98, 1008, 225)",0.97701424,-9.695297541331088,f
324,"(340, 167, 470, 297)",0.96610147,-16.092710177159592,f
324,"(608, 278, 782, 451)",0.9247868,12.904314283060438,m
325,"(881, 99, 1008, 226)",0.97987956,-10.414138380292394,f
325,"(337, 166, 470, 299)",0.95578986,-16.03734155569184,f
325,"(609, 279, 780, 450)",0.9395458,13.767311247382803,m
326,"(880, 99, 1007, 226)",0.982157,-11.521497674230362,f
326,"(337, 170, 464, 298)",0.9450558,-15.386812614158336,f
326,"(609, 280, 778, 449)",0.9358572,11.311692326990748,m
327,"(879, 99, 1006, 226)",0.9854777,-10.865759857948854,f
327,"(605, 282, 774, 451)",0.9673276,12.631589599296012,m
327,"(336, 170, 463, 298)",0.955618,-16.494824049789734,f
328,"(878, 98, 1006, 226)",0.9873425,-12.312354286166117,f
328,"(605, 283, 775, 453)",0.9738694,11.412322833515192,m
328,"(335, 171, 462, 297)",0.95570797,-15.415291721084836,f
329,"(878, 97, 1006, 226)",0.9887579,-12.988235091198417,f
329,"(334, 169, 462, 297)",0.9699517,-16.80144637770869,f
329,"(607, 282, 774, 449)",0.94935447,12.685087457872603,m
330,"(877, 95, 1008, 226)",0.99242437,-13.537248165849556,f
330,"(335, 166, 462, 293)",0.98487407,-17.933454818660696,f
330,"(607, 282, 773, 448)",0.9642128,12.748135841716861,m
331,"(876, 93, 1004, 220)",0.9907052,-12.339037935825266,f
331,"(336, 164, 462, 290)",0.97673106,-18.57039534681939,f
331,"(608, 280, 778, 450)",0.9607676,11.616066239039013,m
332,"(876, 89, 1005, 218)",0.9921588,-12.82993042810217,f
332,"(337, 161, 461, 285)",0.9555776,-18.57203495947337,f
332,"(611, 279, 779, 447)",0.9464095,11.824982713011488,m
333,"(875, 86, 1006, 216)",0.9913948,-12.107405061432404,f
333,"(607, 274, 780, 447)",0.95157754,12.84637769954354,m
333,"(338, 160, 461, 283)",0.92679095,-17.98404836159868,f
334,"(874, 83, 1007, 216)",0.9920719,-11.627850477500063,f
334,"(605, 271, 783, 449)",0.94979537,12.023927033917388,m
334,"(337, 158, 460, 281)",0.93577,-18.80841453039914,f
335,"(873, 80, 1008, 215)",0.9916142,-9.210677454322209,f
335,"(606, 270, 787, 450)",0.9587435,11.08254392677112,m
335,"(334, 149, 465, 280)",0.9564365,-17.506234095680213,f
336,"(873, 78, 1008, 214)",0.9899677,-10.291059890886684,f
336,"(333, 146, 466, 279)",0.9667899,-17.858800666547342,f
336,"(606, 269, 787, 449)",0.9666703,12.326276086254643,m
337,"(873, 78, 1008, 213)",0.98828155,-11.252556350571549,f
337,"(607, 268, 787, 447)",0.9817578,11.249322751275605,m
337,"(336, 147, 462, 273)",0.96696633,-18.403445725635844,f
338,"(874, 78, 1007, 211)",0.9877465,-11.609159146952047,f
338,"(607, 267, 788, 448)",0.9824786,11.896707709235292,m
338,"(338, 148, 458, 268)",0.9593561,-18.218070542561392,f
339,"(872, 77, 1006, 211)",0.98712486,-11.380052735816806,f
339,"(606, 266, 789, 449)",0.97848606,12.369567035914637,m
339,"(339, 148, 458, 267)",0.9651024,-18.53377878594229,f
340,"(870, 77, 1002, 210)",0.98432976,-11.874423277751514,f
340,"(606, 266, 788, 447)",0.97739846,11.100613487962814,m
340,"(341, 145, 460, 264)",0.97034496,-16.662639754254034,f
340,"(23, 146, 177, 299)",0.7941561,-8.508175305950436,f
341,"(608, 265, 788, 446)",0.98217726,10.441811359856615,m
341,"(869, 77, 1001, 208)",0.9802193,-12.130427957199075,f
341,"(340, 141, 462, 263)",0.95627415,-16.624873013011744,f
342,"(606, 264, 788, 446)",0.98180616,12.162427939965577,m
342,"(869, 76, 999, 206)",0.9757724,-12.258431956279521,f
342,"(339, 138, 464, 264)",0.94963604,-16.04181441408815,f
343,"(605, 263, 788, 446)",0.98151267,11.96046733194348,m
343,"(869, 76, 998, 205)",0.97674745,-11.592945302933666,f
343,"(337, 135, 469, 266)",0.94776005,-16.464074336873452,f
344,"(605, 263, 788, 445)",0.98049474,11.209697879241228,m
344,"(870, 76, 998, 205)",0.979037,-12.149544440534315,f
344,"(338, 133, 470, 265)",0.94817024,-16.333452385398996,f
345,"(872, 76, 999, 203)",0.98541486,-12.65965846776785,f
345,"(605, 261, 789, 445)",0.9766967,11.549239466805455,m
345,"(339, 131, 469, 261)",0.9472,-17.18406310979229,f
346,"(873, 76, 999, 202)",0.98723793,-11.848657263616404,f
346,"(605, 260, 790, 445)",0.97349304,12.149062192731067,m
346,"(341, 133, 466, 258)",0.9447862,-16.190102098394153,f
347,"(874, 75, 999, 201)",0.98820263,-12.08112030308437,f
347,"(604, 259, 791, 446)",0.97425133,12.100189378780486,m
347,"(340, 133, 465, 258)",0.8634775,-16.3348350499595,f
348,"(875, 75, 1001, 200)",0.9900373,-11.609696605258225,f
348,"(604, 258, 792, 447)",0.9733986,11.99874576971177,m
348,"(338, 128, 469, 259)",0.9055292,-16.588921020063683,f
349,"(876, 74, 1003, 201)",0.99054635,-11.88120148569236,f
349,"(603, 257, 794, 448)",0.96929026,11.992670525191686,m
349,"(339, 125, 473, 259)",0.89325523,-17.850888255178376,f
350,"(875, 70, 1007, 202)",0.99240863,-12.805064084107086,f
350,"(603, 256, 796, 449)",0.9641935,11.471596988727969,m
350,"(337, 118, 475, 256)",0.95269597,-18.96653310920467,f
351,"(875, 67, 1008, 200)",0.9945903,-12.582526233047926,f
351,"(604, 256, 796, 448)",0.9794023,13.100906011523778,m
351,"(335, 115, 474, 255)",0.9677468,-17.970518597958154,f
352,"(877, 67, 1010, 199)",0.9943316,-12.478749737336335,f
352,"(607, 257, 797, 447)",0.9833422,11.86100885278595,m
352,"(336, 114, 475, 254)",0.96391124,-16.587325723697013,f
353,"(878, 66, 1011, 200)",0.9934535,-12.59773878388242,f
353,"(608, 259, 797, 448)",0.98265475,10.853899220378599,m
353,"(337, 114, 475, 252)",0.97056997,-16.781920265804814,f
354,"(878, 67, 1011, 200)",0.9934261,-13.03298886483124,f
354,"(610, 262, 796, 448)",0.9819279,12.126262303130945,m
354,"(338, 115, 475, 252)",0.97240573,-18.085382764052902,f
355,"(878, 68, 1011, 200)",0.99304295,-13.863022846149368,f
355,"(611, 263, 795, 448)",0.98452604,11.999478197889465,m
355,"(339, 115, 475, 252)",0.97853845,-17.60376021040704,f
356,"(878, 68, 1010, 200)",0.9926831,-12.774782880183201,f
356,"(612, 265, 794, 447)",0.9870083,10.679895679242607,m
356,"(339, 115, 476, 252)",0.9794637,-18.160247498720132,f
357,"(878, 69, 1009, 200)",0.9931624,-12.754281422636046,f
357,"(613, 267, 792, 447)",0.98948574,10.74811260300707,m
357,"(338, 114, 476, 252)",0.9791773,-17.847743415718544,f
