frame,bbox,detect_conf,sex_decfunc,sex_label
103,"(319, 137, 477, 295)",0.98460686,-14.39602970834197,f
103,"(729, 5, 916, 192)",0.9733446,-9.711648449101823,f
103,"(52, 102, 249, 299)",0.8596871,-9.407656520413456,f
103,"(942, -37, 1133, 154)",0.7441174,13.444864877473254,m
104,"(311, 132, 483, 304)",0.9788244,-19.671313788459933,f
104,"(729, 6, 919, 196)",0.9687071,-9.167266805204095,f
104,"(53, 100, 252, 299)",0.84687614,-11.515825802178426,f
104,"(942, -37, 1134, 154)",0.7072317,13.713028413917678,m
105,"(306, 131, 488, 313)",0.9903846,-14.990587405583979,f
105,"(730, 9, 921, 200)",0.96763533,-8.49537229115927,f
105,"(53, 100, 253, 299)",0.83588105,-12.001757166659393,f
106,"(304, 131, 488, 315)",0.9893345,-13.81594340888538,f
106,"(728, 9, 921, 203)",0.9789869,-9.7352383690776,f
106,"(54, 100, 252, 298)",0.8312741,-10.48339680766855,f
106,"(578, 208, 744, 374)",0.6715198,12.031581111146327,m
107,"(304, 133, 486, 315)",0.98920375,-15.500997590343571,f
107,"(726, 11, 920, 205)",0.982521,-7.074720303930634,f
107,"(577, 209, 742, 374)",0.9210184,14.64899299056754,m
107,"(53, 100, 251, 298)",0.82987505,-9.21217462716166,f
108,"(303, 133, 486, 316)",0.98460925,-15.1743314353759,f
108,"(726, 12, 920, 206)",0.9807699,-6.861728834586142,f
108,"(567, 202, 751, 387)",0.9530926,19.865997556793946,m
108,"(51, 103, 255, 308)",0.8256553,-9.793575612890146,f
108,"(943, -33, 1128, 152)",0.6587478,12.126701099837504,m
109,"(303, 134, 485, 316)",0.987651,-15.767974740464263,f
109,"(728, 15, 918, 204)",0.98304754,-7.443166959835027,f
109,"(564, 202, 750, 387)",0.9725141,21.512469970268842,m
109,"(52, 105, 253, 306)",0.85267663,-9.658606092884037,f
109,"(941, -33, 1128, 154)",0.6723939,12.400983407610495,m
110,"(302, 135, 486, 319)",0.98844427,-15.138206619978922,f
110,"(730, 16, 917, 203)",0.986062,-4.638060142856787,f
110,"(564, 200, 752, 388)",0.9685901,20.869820836764863,m
110,"(54, 106, 252, 305)",0.8593267,-9.3236006752782,f
111,"(302, 137, 486, 320)",0.9906522,-15.488028438221653,f
111,"(728, 16, 921, 208)",0.9637875,-6.653630858298129,f
111,"(563, 199, 752, 388)",0.96227574,19.190794864583573,m
111,"(55, 107, 251, 303)",0.88540614,-7.00404305723409,f
112,"(303, 140, 486, 323)",0.99087596,-15.976338984686935,f
112,"(565, 198, 752, 386)",0.9683311,17.2231109629968,m
112,"(732, 18, 922, 209)",0.9317787,-6.197491576630027,f
112,"(57, 108, 251, 302)",0.90626,-7.886716078094567,f
113,"(304, 142, 484, 322)",0.99031574,-16.84198368099081,f
113,"(565, 198, 752, 385)",0.97159487,16.48546143962613,m
113,"(733, 20, 926, 213)",0.9345793,-6.3636097681365404,f
113,"(56, 108, 250, 302)",0.92119265,-8.07141909755899,f
113,"(942, -32, 1126, 151)",0.6727229,12.63493424764286,m
114,"(304, 143, 484, 323)",0.98978966,-18.108343440513053,f
114,"(565, 197, 753, 385)",0.97028023,16.889515203119274,m
114,"(737, 20, 925, 208)",0.9404831,-5.673998783972648,f
114,"(56, 107, 250, 301)",0.92953795,-7.144903938505092,f
114,"(941, -33, 1128, 154)",0.66827935,11.76129193947719,m
115,"(304, 142, 486, 324)",0.9916487,-17.91161803735216,f
115,"(564, 200, 752, 389)",0.9788157,16.67591669192909,m
115,"(734, 13, 930, 209)",0.90615517,-4.551217617807753,f
115,"(54, 104, 254, 303)",0.8972781,-8.76869351605693,f
115,"(941, -34, 1130, 155)",0.72531384,11.434551955974582,m
116,"(305, 140, 489, 324)",0.9936772,-16.650542685918865,f
116,"(567, 201, 753, 387)",0.9866606,13.741328480250285,m
116,"(735, 12, 929, 206)",0.9267532,-4.926116903008154,f
116,"(57, 101, 253, 297)",0.87796223,-8.051292001148294,f
116,"(940, -36, 1134, 158)",0.74864405,10.801905167268451,m
117,"(307, 140, 489, 322)",0.99565,-16.6684051619604,f
117,"(584, 205, 742, 364)",0.9823084,20.093047180888856,m
117,"(739, 12, 927, 199)",0.973032,-4.100800125312574,f
117,"(57, 101, 253, 298)",0.86046785,-9.457504095055384,f
117,"(939, -37, 1136, 160)",0.78283876,10.125513233975102,m
118,"(306, 136, 492, 322)",0.9961696,-14.745278233181944,f
118,"(739, 6, 928, 195)",0.97421557,-4.2990414999275695,f
118,"(55, 100, 253, 298)",0.8721615,-7.211910453462605,f
118,"(940, -37, 1137, 160)",0.8006352,10.317001391076758,m
118,"(574, 196, 752, 374)",0.79085255,10.372608017402793,m
119,"(308, 134, 490, 315)",0.99055135,-16.55569868805829,f
119,"(742, 3, 926, 187)",0.95258075,-7.498512541199423,f
119,"(55, 99, 253, 297)",0.90624785,-8.587253057283819,f
119,"(942, -36, 1136, 159)",0.77586484,10.63150369060496,m
120,"(310, 134, 480, 305)",0.9737955,-23.12980773284295,f
120,"(742, -2, 928, 184)",0.9450665,-6.795179715377363,f
120,"(58, 102, 249, 292)",0.9078383,-8.68846176043021,f
120,"(943, -35, 1135, 157)",0.7589949,10.494485214655333,m
121,"(307, 128, 490, 312)",0.94812524,-9.746866153328723,f
121,"(742, -5, 928, 181)",0.9154456,-5.494052216542116,f
121,"(57, 100, 250, 293)",0.89678717,-9.31377052452348,f
121,"(942, -35, 1133, 156)",0.7428423,12.663586692038512,m
122,"(739, -8, 927, 180)",0.9049496,-3.997846275739772,f
122,"(56, 99, 251, 294)",0.8855081,-10.376598168446035,f
122,"(943, -35, 1132, 154)",0.7700916,11.829847805598959,m
123,"(744, -3, 913, 166)",0.89466584,-3.7476200030906512,f
123,"(56, 100, 250, 294)",0.88292986,-8.651480179564794,f
123,"(943, -34, 1132, 155)",0.75760627,12.113536593685993,m
124,"(58, 100, 249, 291)",0.89228106,-7.177939190173573,f
124,"(750, -3, 916, 163)",0.83302677,-2.339790360475576,f
124,"(945, -33, 1133, 155)",0.765919,9.362316493437385,m
125,"(59, 102, 245, 289)",0.89332503,-5.6594293690623605,f
125,"(747, -3, 909, 159)",0.82653975,-4.193035036040891,f
125,"(944, -38, 1140, 158)",0.8088228,8.382750554785453,m
126,"(577, 202, 745, 370)",0.88592553,7.004284188193851,m
126,"(58, 102, 244, 288)",0.8832307,-6.272355152565654,f
126,"(941, -41, 1141, 160)",0.79254436,7.873609877527621,m
126,"(738, -7, 915, 171)",0.7225331,0.26544961904474607,m
127,"(57, 99, 249, 291)",0.8697873,-6.323330835205206,f
127,"(942, -41, 1144, 162)",0.74988073,7.1683033536629654,m
127,"(535, 123, 777, 364)",0.69065315,2.7142143193281343,m
127,"(733, -10, 922, 179)",0.68387467,-3.4441808870344146,f
128,"(57, 99, 251, 293)",0.8737859,-7.782845009353251,f
128,"(534, 113, 787, 367)",0.8117097,2.4562811991761286,m
128,"(736, -8, 916, 172)",0.7450567,-0.8072175076423663,f
128,"(937, -43, 1145, 165)",0.7322716,6.4950847081908805,m
129,"(58, 100, 252, 294)",0.8907623,-8.211162275823357,f
129,"(729, -7, 915, 179)",0.8109745,-0.3705350630489076,f
129,"(942, -38, 1145, 165)",0.7073729,7.806897065592609,m
130,"(730, -3, 911, 178)",0.90835446,-3.0684025397206214,f
130,"(61, 101, 253, 293)",0.8892651,-9.319517830111016,f
130,"(943, -35, 1143, 165)",0.6881309,9.225306213958769,m
131,"(735, 5, 902, 171)",0.951791,-6.201821081881821,f
131,"(61, 101, 254, 294)",0.8735725,-8.990944728976965,f
131,"(941, -35, 1141, 165)",0.6913143,8.373063762314237,m
132,"(732, 8, 911, 187)",0.97973585,-6.845078468560957,f
132,"(306, 125, 495, 314)",0.9024549,-7.344619833435043,f
132,"(60, 100, 254, 295)",0.8420892,-9.328638971731095,f
132,"(937, -37, 1139, 165)",0.75440747,9.541217608846662,m
133,"(317, 132, 489, 304)",0.988922,-16.833214466221957,f
133,"(727, 6, 918, 197)",0.97803223,-7.311577612994997,f
133,"(53, 100, 255, 303)",0.8168465,-7.112557592149848,f
133,"(935, -37, 1136, 163)",0.7439841,9.795581957612777,m
134,"(316, 135, 492, 311)",0.99754936,-16.627819222310492,f
134,"(726, 7, 918, 199)",0.9862192,-7.5229870704421895,f
134,"(61, 101, 251, 292)",0.8272679,-7.4589182523227215,f
134,"(936, -35, 1135, 164)",0.67456186,10.399840688285503,m
135,"(316, 136, 494, 314)",0.99867105,-17.718530534705266,f
135,"(725, 10, 918, 203)",0.9825477,-8.172989411748166,f
135,"(60, 107, 256, 303)",0.8378239,-6.180411237341853,f
135,"(579, 200, 756, 377)",0.74265736,11.38762662280858,m
136,"(317, 138, 495, 315)",0.9988992,-19.375274236332586,f
136,"(726, 13, 916, 202)",0.9811897,-6.5935231802445,f
136,"(574, 205, 752, 383)",0.9796183,17.597143876261097,m
136,"(61, 110, 255, 303)",0.9120871,-6.591177914170064,f
137,"(319, 139, 496, 317)",0.9989951,-18.664153317828507,f
137,"(571, 205, 752, 386)",0.99248004,19.717515223844103,m
137,"(725, 13, 919, 207)",0.9597198,-7.746570183365019,f
137,"(64, 113, 253, 302)",0.923879,-5.837110930344621,f
138,"(320, 141, 496, 318)",0.99905235,-19.052265104472106,f
138,"(570, 204, 753, 387)",0.9910415,15.818323981260509,m
138,"(721, 10, 920, 210)",0.9476342,-9.640320915629331,f
138,"(63, 113, 253, 303)",0.9247904,-7.2671763601527894,f
139,"(320, 142, 496, 318)",0.99908555,-18.583824066392445,f
139,"(571, 205, 751, 385)",0.99077845,16.626725640984095,m
139,"(720, 10, 921, 212)",0.95228356,-8.483386712612552,f
139,"(61, 112, 252, 302)",0.941011,-5.908851536923523,f
140,"(319, 141, 496, 318)",0.9990652,-17.671426614554804,f
140,"(569, 205, 748, 384)",0.98656183,16.118978321175145,m
140,"(718, 10, 922, 213)",0.9444562,-7.690423810772195,f
140,"(61, 113, 249, 300)",0.9401591,-4.911309976987046,f
141,"(319, 141, 496, 317)",0.999111,-17.10021746242761,f
141,"(569, 204, 747, 383)",0.98118144,16.155948468265905,m
141,"(718, 11, 920, 213)",0.94801325,-7.991327670769444,f
141,"(63, 112, 248, 298)",0.91418546,-6.036814878487048,f
142,"(319, 140, 494, 315)",0.99918026,-16.98046491620648,f
142,"(569, 203, 747, 381)",0.97480357,16.43810336428829,m
142,"(718, 11, 920, 212)",0.94519037,-7.407855918543252,f
142,"(62, 111, 246, 295)",0.8899689,-5.644362378328197,f
143,"(320, 138, 494, 312)",0.99885726,-17.21940099577241,f
143,"(569, 204, 747, 382)",0.97750956,13.888685748282366,m
143,"(720, 11, 919, 210)",0.936277,-6.6817256413835615,f
143,"(65, 107, 246, 288)",0.8570228,-6.962242623240197,f
144,"(321, 136, 494, 310)",0.99886703,-17.765173581599946,f
144,"(577, 206, 745, 375)",0.9915575,10.63374213118456,m
144,"(723, 13, 918, 208)",0.956787,-4.98899283303969,f
144,"(60, 102, 251, 294)",0.861139,-9.044965721525363,f
145,"(319, 135, 491, 307)",0.99807453,-15.872577901711635,f
145,"(723, 12, 915, 204)",0.974741,-5.272992834619547,f
145,"(584, 207, 733, 356)",0.9645925,9.533810156341419,m
145,"(58, 102, 253, 297)",0.90379584,-7.438154852993145,f
146,"(324, 133, 486, 295)",0.9939015,-20.109761946104484,f
146,"(724, 8, 918, 202)",0.98147833,-7.047819652277548,f
146,"(56, 100, 253, 298)",0.8802138,-9.767200205585675,f
147,"(723, 4, 916, 198)",0.97886413,-5.63496165560268,f
147,"(49, 97, 259, 307)",0.8434614,-9.535709348751386,f
148,"(723, 4, 913, 194)",0.97740686,-5.950588669662761,f
148,"(49, 97, 258, 306)",0.8710122,-10.552981178347574,f
149,"(722, 2, 905, 185)",0.9353132,-3.2697834148452958,f
149,"(48, 98, 256, 306)",0.86559373,-12.04279535075405,f
149,"(557, 191, 730, 364)",0.6988344,10.284802294615444,m
150,"(569, 197, 739, 367)",0.970063,12.713640945717914,m
150,"(726, 1, 900, 174)",0.96046,0.22835622874448414,m
150,"(51, 101, 252, 302)",0.9341398,-7.656320583359424,f
151,"(572, 199, 738, 365)",0.98497635,12.167135194048353,m
151,"(59, 105, 239, 285)",0.9549938,-6.7416692983087145,f
151,"(738, 8, 884, 154)",0.934099,-2.2366637798955433,f
152,"(573, 200, 739, 365)",0.99324375,10.821294827991357,m
152,"(63, 108, 232, 276)",0.8327304,-2.5592952414586647,f
153,"(575, 202, 738, 365)",0.9926334,9.733991113784183,m
153,"(68, 109, 230, 271)",0.8020092,0.3418026145269365,m
154,"(576, 202, 739, 366)",0.99329835,10.050568990475172,m
154,"(73, 111, 225, 262)",0.8352563,1.1953306375711938,m
155,"(576, 202, 740, 367)",0.99439514,10.128083003353396,m
155,"(70, 106, 227, 263)",0.8868005,1.2490639975438307,m
156,"(578, 204, 740, 366)",0.9947726,10.809183369591388,m
156,"(73, 108, 225, 261)",0.8200514,1.2549953642398783,m
157,"(578, 205, 741, 367)",0.9937828,9.004293439479142,m
157,"(72, 109, 229, 266)",0.86180675,-0.9656739433136726,f
158,"(578, 204, 742, 368)",0.9957755,10.018448815747407,m
158,"(69, 115, 222, 267)",0.9444863,-3.29971388950657,f
158,"(933, -54, 1129, 142)",0.6510041,4.724657225204358,m
159,"(577, 204, 742, 368)",0.99124616,9.630174766554042,m
159,"(67, 116, 221, 270)",0.97168624,-7.33823367114853,f
160,"(63, 114, 228, 279)",0.9768447,-11.608198326536531,f
160,"(574, 203, 741, 370)",0.96744466,12.990860141723664,m
161,"(59, 117, 236, 294)",0.9822817,-9.318339050387234,f
161,"(575, 205, 741, 370)",0.97513866,11.697441357829883,m
162,"(55, 114, 243, 302)",0.9745584,-9.476821017714824,f
162,"(753, 27, 869, 143)",0.9000685,1.0223258810387352,m
163,"(53, 114, 242, 303)",0.97749275,-11.497123712596473,f
163,"(714, 18, 896, 199)",0.9493584,1.6548971101361247,m
164,"(720, 16, 899, 195)",0.98563266,-2.012396481546656,f
164,"(52, 115, 241, 303)",0.97414654,-9.984353487213747,f
164,"(310, 133, 491, 315)",0.8598685,-5.050404865625568,f
165,"(316, 137, 489, 309)",0.99696904,-14.760873346205903,f
165,"(713, 15, 904, 206)",0.9918321,-5.336927206003478,f
165,"(51, 114, 238, 301)",0.9616849,-10.088345120134697,f
166,"(316, 141, 493, 318)",0.9989973,-16.947168970810136,f
166,"(712, 15, 906, 208)",0.99182147,-3.182088311699959,f
166,"(51, 115, 234, 298)",0.96261364,-9.999987797174706,f
167,"(317, 144, 492, 319)",0.99897444,-15.556753576198473,f
167,"(714, 16, 907, 209)",0.99047697,-2.257717929875251,f
167,"(51, 116, 231, 296)",0.9693728,-8.14624335146142,f
167,"(576, 197, 743, 364)",0.7473394,10.960883739448901,m
168,"(320, 147, 493, 320)",0.9987062,-17.699034619677995,f
168,"(715, 17, 908, 211)",0.9913884,-3.089679954603812,f
168,"(50, 117, 229, 296)",0.97692287,-6.358740170422296,f
168,"(566, 198, 738, 370)",0.9554699,13.342348086506243,m
169,"(322, 152, 491, 320)",0.9986999,-18.010629772258905,f
169,"(715, 16, 912, 214)",0.98386496,-3.668925501269563,f
169,"(51, 118, 227, 294)",0.9805828,-6.017051139131369,f
169,"(564, 199, 740, 375)",0.95942986,12.02052094564217,m
170,"(322, 153, 491, 322)",0.9981171,-18.51337676472872,f
170,"(52, 119, 226, 293)",0.9771752,-6.12156455615401,f
170,"(718, 17, 912, 212)",0.97572315,-4.099877101218954,f
170,"(563, 198, 740, 375)",0.9673917,10.214760535382744,m
171,"(322, 154, 490, 322)",0.99760795,-17.702244996499342,f
171,"(720, 16, 913, 210)",0.98167384,-6.165923694854498,f
171,"(561, 199, 737, 375)",0.9797617,10.332962177805287,m
171,"(53, 120, 225, 292)",0.97448254,-6.392088723692345,f
172,"(323, 154, 490, 322)",0.9975751,-18.824490759848707,f
172,"(724, 15, 912, 203)",0.9900214,-5.829457005435543,f
172,"(560, 199, 735, 374)",0.98653895,11.428176249027482,m
172,"(54, 121, 225, 292)",0.97334504,-6.865442601923038,f
173,"(323, 154, 491, 322)",0.99772364,-16.991185674683035,f
173,"(559, 199, 732, 372)",0.99111265,10.748853044989632,m
173,"(726, 11, 917, 201)",0.98549205,-8.147819292467481,f
173,"(51, 119, 229, 297)",0.9746474,-8.900295735731223,f
174,"(323, 153, 492, 322)",0.99799454,-15.921061527374432,f
174,"(733, 11, 912, 191)",0.9858516,-7.985591436534076,f
174,"(565, 200, 730, 365)",0.96708673,15.580829831517542,m
174,"(48, 116, 233, 301)",0.966714,-10.205948630191438,f
175,"(324, 152, 492, 320)",0.99846977,-15.042720044833112,f
175,"(734, 3, 913, 181)",0.9736684,-6.886517725278141,f
175,"(46, 116, 232, 303)",0.95744395,-11.559990366534175,f
175,"(569, 197, 730, 358)",0.69953156,10.53796656562571,m
176,"(326, 147, 494, 316)",0.99795085,-17.675876715900976,f
176,"(47, 117, 230, 300)",0.9746493,-9.825842212368768,f
176,"(738, -3, 913, 172)",0.93535566,-7.03632996531344,f
177,"(49, 118, 231, 300)",0.9730434,-9.494561437957326,f
177,"(746, -5, 918, 167)",0.8961327,-8.932087495085632,f
177,"(319, 137, 494, 312)",0.79962647,-8.891735046471913,f
178,"(49, 118, 231, 300)",0.9730916,-8.781060497201997,f
178,"(758, -5, 915, 151)",0.9594959,-8.544551490234646,f
179,"(47, 118, 233, 304)",0.9608278,-9.663871434846943,f
179,"(557, 194, 740, 378)",0.9304523,8.59650786096829,m
179,"(766, -7, 913, 140)",0.9225389,-12.074155879045199,f
180,"(561, 198, 736, 374)",0.98890454,14.776051425899592,m
180,"(54, 119, 224, 289)",0.94416517,-10.903762378089914,f
180,"(778, -5, 907, 124)",0.84766376,-5.082638564494152,f
181,"(558, 194, 736, 372)",0.99244833,13.992965490331672,m
181,"(50, 111, 222, 283)",0.9429321,-12.484919272463488,f
182,"(556, 192, 731, 367)",0.99695516,13.404054361765896,m
182,"(55, 109, 217, 270)",0.8883977,-9.35874140496147,f
183,"(556, 191, 729, 364)",0.9968195,14.343706417646622,m
183,"(57, 101, 218, 261)",0.8868505,-0.07568035547715046,f
184,"(557, 190, 729, 362)",0.99545896,13.953025388537625,m
184,"(59, 98, 212, 251)",0.8529726,-1.7465715093950105,f
185,"(559, 188, 732, 361)",0.9930693,12.85279836693053,m
185,"(59, 95, 215, 250)",0.7549966,-0.042676283724251474,f
186,"(562, 189, 734, 361)",0.9884786,10.845273428319404,m
186,"(62, 95, 218, 250)",0.765807,0.3973458121437231,m
187,"(563, 189, 735, 361)",0.98473895,10.520462708475037,m
187,"(60, 91, 224, 255)",0.82491136,0.9276601593685408,m
188,"(566, 189, 735, 359)",0.96851146,9.842161404816991,m
188,"(60, 91, 221, 252)",0.9066133,-0.3970702548881636,f
189,"(567, 189, 734, 356)",0.96848965,8.95627611182882,m
189,"(59, 96, 219, 256)",0.95032907,-5.379644164607522,f
190,"(52, 97, 224, 270)",0.9687025,-9.88527155438062,f
190,"(567, 186, 738, 357)",0.96572787,8.360630625179018,m
191,"(568, 186, 738, 355)",0.96322244,9.302939139350617,m
191,"(54, 104, 224, 273)",0.92735374,-7.768402377238784,f
192,"(572, 188, 734, 351)",0.95949656,10.205895064478417,m
192,"(45, 100, 234, 289)",0.8491147,-7.520134116801719,f
193,"(44, 100, 233, 289)",0.8491661,-8.534206947047968,f
193,"(561, 178, 733, 350)",0.8123049,2.604409774370143,m
193,"(781, -9, 907, 116)",0.7802842,-8.136691610460238,f
194,"(770, -12, 910, 128)",0.9279207,-7.74717757898925,f
194,"(37, 101, 209, 273)",0.8268025,-4.5469269636069285,f
194,"(567, 190, 723, 345)",0.67827517,-2.415318679963662,f
195,"(326, 120, 500, 294)",0.94268525,-7.605463008330583,f
195,"(767, -8, 911, 135)",0.93995,-7.620464959837982,f
195,"(30, 99, 210, 280)",0.8035123,-4.565562906093251,f
196,"(327, 132, 491, 296)",0.99772495,-15.141757838074442,f
196,"(768, -3, 905, 134)",0.8471909,-6.560149367624361,f
196,"(26, 99, 206, 280)",0.79889274,-3.946176154966803,f
197,"(323, 134, 490, 302)",0.99610573,-15.178773826056831,f
197,"(26, 100, 204, 277)",0.8955614,-4.748562015169297,f
198,"(317, 132, 491, 306)",0.9951285,-15.5749632786219,f
198,"(28, 100, 205, 277)",0.9055109,-4.3856509636639265,f
198,"(564, 178, 734, 348)",0.75845885,4.5289039439145355,m
199,"(318, 133, 492, 307)",0.99613106,-16.13790134539971,f
199,"(573, 182, 743, 352)",0.9798163,0.9569271085521344,m
199,"(31, 100, 210, 279)",0.84717405,-3.8827531114698695,f
200,"(318, 135, 492, 309)",0.9977581,-15.825262554549814,f
200,"(576, 191, 737, 352)",0.9918324,4.884583685837937,m
200,"(755, 9, 898, 151)",0.93344986,-8.156376844072177,f
200,"(27, 98, 209, 280)",0.8635819,-6.176656444271945,f
201,"(319, 136, 492, 309)",0.9979366,-16.725758674234473,f
201,"(574, 192, 738, 357)",0.9944412,6.44710271410007,m
201,"(755, 11, 901, 157)",0.9158018,-11.40257253574198,f
201,"(29, 98, 211, 280)",0.8751665,-7.809714610489136,f
202,"(319, 136, 491, 308)",0.9975337,-15.783700112540442,f
202,"(571, 192, 738, 358)",0.9924406,6.879561920152634,m
202,"(26, 99, 208, 282)",0.9348502,-7.8494356376816885,f
202,"(756, 10, 901, 156)",0.91701466,-10.349142057023819,f
203,"(321, 134, 489, 302)",0.9964799,-17.88642757488367,f
203,"(571, 192, 737, 358)",0.9893909,5.8472712810983145,m
203,"(753, 2, 912, 161)",0.9362806,-12.444437292645624,f
203,"(19, 96, 211, 287)",0.83151907,-9.39080893292058,f
204,"(324, 136, 486, 298)",0.9967604,-18.16286841006955,f
204,"(577, 192, 737, 353)",0.9417392,4.777083071016365,m
204,"(18, 98, 205, 285)",0.9105121,-9.59670301106534,f
204,"(746, 2, 909, 166)",0.81832355,-13.637153238874635,f
205,"(324, 132, 485, 293)",0.9977188,-16.593905029788655,f
205,"(21, 100, 206, 284)",0.84009117,-11.505855744486196,f
205,"(749, -3, 915, 164)",0.8169122,-11.157514255834664,f
206,"(19, 99, 206, 286)",0.8853855,-11.86959212717581,f
206,"(321, 115, 490, 285)",0.8364695,-8.926291322894963,f
206,"(751, -5, 916, 160)",0.79186535,-11.144616185004734,f
207,"(580, 192, 729, 342)",0.9544345,12.372190662655028,m
207,"(17, 101, 199, 282)",0.94155157,-11.181980648171743,f
207,"(754, -5, 913, 154)",0.8503851,-11.329211566677463,f
208,"(580, 191, 731, 343)",0.93754137,5.078571017328285,m
208,"(31, 98, 190, 257)",0.9251382,-3.6483986819954404,f
209,"(582, 193, 729, 340)",0.9232708,6.854437626831105,m
210,"(582, 195, 727, 339)",0.8803929,5.762036429148757,m
211,"(581, 194, 727, 340)",0.8753462,6.801754691004025,m
212,"(579, 193, 727, 340)",0.7882809,7.9437921398878775,m
213,"(581, 199, 720, 338)",0.74650407,7.986176014993196,m
214,"(581, 197, 721, 338)",0.8027379,9.164079756666935,m
215,"(769, -1, 913, 144)",0.79566354,-0.8596312106636542,f
215,"(580, 199, 725, 343)",0.77466553,7.127666260567581,m
216,"(769, -1, 916, 147)",0.90896374,-3.4771729164029437,f
216,"(-3, 106, 189, 298)",0.8168494,-4.7495692647003,f
216,"(584, 207, 721, 345)",0.7699866,5.020538291538097,m
217,"(769, -1, 919, 148)",0.95206344,-3.09119268243041,f
217,"(581, 204, 724, 347)",0.84336495,4.892707265342249,m
217,"(301, 75, 454, 228)",0.7599966,-8.408870604642383,f
217,"(-13, 103, 194, 310)",0.66450095,-7.405698634040471,f
218,"(295, 71, 452, 228)",0.98347306,-13.46472242008408,f
218,"(771, -1, 920, 148)",0.9422932,-3.774516692195466,f
218,"(-10, 110, 175, 295)",0.9363754,-11.206603607358614,f
218,"(575, 208, 723, 356)",0.8168055,5.918473914172796,m
219,"(291, 70, 449, 228)",0.98704123,-23.291588006067244,f
219,"(774, 5, 918, 150)",0.9680463,-4.916587482476707,f
219,"(573, 209, 723, 360)",0.905744,7.52220526848147,m
219,"(-28, 107, 193, 328)",0.7563112,-10.29739042417638,f
220,"(281, 68, 448, 235)",0.9919328,-14.961081237643336,f
220,"(770, 8, 917, 155)",0.9764939,-8.030710565281936,f
220,"(573, 213, 718, 358)",0.8817022,4.165766379398689,m
220,"(-27, 114, 183, 325)",0.81396043,-12.032694337619468,f
221,"(277, 72, 437, 232)",0.98933583,-14.63434153625011,f
221,"(770, 16, 922, 168)",0.9606049,-4.953635643747176,f
221,"(569, 213, 720, 364)",0.8729788,6.3948332956307326,m
222,"(273, 73, 437, 237)",0.99151796,-16.331304297744843,f
222,"(772, 23, 921, 172)",0.9658594,-9.610778334275299,f
222,"(566, 215, 721, 370)",0.86926687,6.537269518879561,m
222,"(-30, 131, 162, 323)",0.7340191,-10.098016857398544,f
223,"(264, 73, 439, 247)",0.98123837,-14.194569509113416,f
223,"(771, 29, 918, 176)",0.977781,-9.275011569468463,f
223,"(558, 211, 720, 372)",0.9565688,5.696798307385225,m
223,"(-40, 137, 166, 343)",0.8875193,-12.475000249295242,f
224,"(556, 213, 717, 374)",0.98434454,7.044063677373315,m
224,"(771, 35, 915, 179)",0.9704835,-8.31789216805802,f
224,"(260, 75, 434, 249)",0.91938436,-14.015191534999667,f
224,"(-47, 141, 159, 347)",0.89501166,-12.46265716612033,f
225,"(557, 216, 716, 375)",0.98877466,7.747250517599417,m
225,"(773, 45, 918, 190)",0.96331394,-7.089091167038708,f
225,"(-47, 152, 151, 350)",0.9587157,-12.144872173448576,f
225,"(259, 84, 418, 244)",0.85830635,-17.646506147052893,f
226,"(558, 218, 717, 376)",0.9893183,10.123203973218084,m
226,"(-58, 152, 166, 376)",0.9781083,-9.306522507946438,f
226,"(773, 51, 917, 194)",0.9539973,-7.046785796318186,f
226,"(258, 88, 414, 244)",0.93359596,-19.46480173043996,f
227,"(558, 217, 719, 378)",0.9917183,9.343428944177601,m
227,"(774, 58, 913, 197)",0.9505134,-7.861087476643311,f
227,"(256, 89, 413, 246)",0.9421074,-19.14877304200116,f
227,"(-61, 151, 165, 378)",0.9347353,-10.761416793950168,f
228,"(557, 216, 720, 379)",0.99031353,12.955826323740505,m
228,"(775, 62, 913, 200)",0.9792991,-7.646503894725104,f
228,"(247, 85, 415, 253)",0.9602034,-17.885382014875194,f
228,"(-54, 169, 146, 369)",0.935799,-10.218935966149322,f
229,"(559, 220, 719, 380)",0.99244976,16.309960175060844,m
229,"(778, 69, 911, 202)",0.9798432,-6.598053276626301,f
229,"(247, 87, 416, 257)",0.97227895,-18.214187481425867,f
229,"(-67, 168, 160, 394)",0.7419496,-7.240307609261913,f
230,"(561, 223, 724, 386)",0.9927584,15.477904699927771,m
230,"(248, 90, 418, 260)",0.98004043,-16.54231598681085,f
230,"(779, 75, 917, 212)",0.96546835,-6.929503124113866,f
230,"(-62, 178, 153, 393)",0.83691365,-7.5221115824116165,f
231,"(559, 224, 725, 390)",0.98979235,15.45255942194674,m
231,"(247, 90, 423, 265)",0.98545545,-14.930170642401482,f
231,"(780, 80, 919, 219)",0.9789094,-7.650529193612259,f
232,"(780, 83, 919, 222)",0.9897076,-7.29050936307221,f
232,"(247, 92, 421, 267)",0.9799226,-15.543965011179553,f
232,"(560, 226, 731, 397)",0.97619957,16.27305114220174,m
233,"(782, 87, 919, 224)",0.98972684,-5.627289629048963,f
233,"(252, 99, 417, 264)",0.9750249,-17.38710976493182,f
233,"(565, 226, 737, 397)",0.9576955,17.209382617957022,m
234,"(785, 91, 920, 226)",0.98610735,-5.853168100642424,f
234,"(255, 102, 418, 264)",0.97196645,-18.75419757490222,f
234,"(565, 227, 737, 398)",0.96738964,16.34303379141295,m
