frame,bb,face_id,face_detect_conf,tracking_conf,sex_label,sex_decision_function,avg_sex_decision_function,avg_sex_label
213,"(577, 203, 715, 341)",27,,19.774,m,8.389,4.810,m
214,"(578, 204, 716, 343)",27,,21.269,m,6.814,4.810,m
215,"(583, 206, 720, 343)",27,0.972,16.381,m,5.675,4.810,m
215,"(4, 117, 207, 320)",28,0.986,,f,-9.423,-9.968,f
215,"(766, -8, 909, 134)",29,0.952,,m,2.036,-9.080,f
216,"(580, 208, 716, 344)",27,,19.512,m,4.582,4.810,m
216,"(-1, 120, 197, 319)",28,,18.111,f,-7.239,-9.968,f
216,"(768, -8, 916, 139)",29,,19.418,f,-3.354,-9.080,f
217,"(581, 210, 717, 345)",27,,20.631,m,3.050,4.810,m
217,"(-5, 119, 195, 320)",28,,15.341,f,-8.110,-9.968,f
217,"(768, -2, 910, 138)",29,,16.267,f,-1.935,-9.080,f
218,"(575, 212, 711, 348)",27,,12.854,m,5.298,4.810,m
218,"(-13, 120, 188, 322)",28,,14.131,f,-8.263,-9.968,f
218,"(770, 0, 914, 143)",29,,21.003,f,-3.336,-9.080,f
219,"(573, 216, 706, 349)",27,,11.462,m,5.917,4.810,m
219,"(-22, 123, 186, 332)",28,,13.458,f,-12.092,-9.968,f
219,"(769, 6, 913, 150)",29,,17.401,f,-2.281,-9.080,f
220,"(575, 209, 719, 353)",27,0.674,10.090,m,4.715,4.810,m
220,"(-28, 119, 190, 339)",28,0.989,10.455,f,-10.656,-9.968,f
220,"(764, 7, 915, 158)",29,0.942,16.256,f,-8.313,-9.080,f
220,"(284, 74, 441, 232)",30,0.958,,f,-12.951,-16.847,f
221,"(571, 215, 712, 356)",27,,18.833,m,2.247,4.810,m
221,"(-35, 127, 182, 345)",28,,25.196,f,-8.319,-9.968,f
221,"(762, 14, 915, 166)",29,,26.882,f,-8.891,-9.080,f
221,"(278, 76, 436, 233)",30,,19.747,f,-15.002,-16.847,f
222,"(567, 216, 704, 353)",27,,14.810,m,3.214,4.810,m
222,"(-39, 137, 169, 347)",28,,21.375,f,-10.473,-9.968,f
222,"(762, 23, 913, 173)",29,,23.487,f,-10.269,-9.080,f
222,"(273, 78, 430, 235)",30,,18.252,f,-17.362,-16.847,f
223,"(564, 223, 700, 359)",27,,12.234,m,1.937,4.810,m
223,"(-46, 146, 167, 360)",28,,19.179,f,-10.220,-9.968,f
223,"(763, 29, 910, 176)",29,,21.885,f,-10.869,-9.080,f
223,"(266, 78, 425, 237)",30,,18.384,f,-16.529,-16.847,f
224,"(558, 224, 695, 361)",27,,10.203,m,2.299,4.810,m
224,"(-51, 156, 156, 363)",28,,16.901,f,-9.801,-9.968,f
224,"(765, 37, 905, 177)",29,,17.919,f,-9.452,-9.080,f
224,"(260, 83, 420, 243)",30,,15.660,f,-16.340,-16.847,f
225,"(-48, 151, 178, 377)",28,0.756,14.357,f,-12.758,-9.968,f
225,"(766, 41, 911, 186)",29,0.989,18.511,f,-8.975,-9.080,f
225,"(264, 78, 423, 236)",30,0.718,17.415,f,-18.992,-16.847,f
225,"(569, 216, 721, 368)",31,0.884,,m,10.611,14.608,m
226,"(-56, 156, 173, 386)",28,,24.218,f,-11.174,-9.968,f
226,"(765, 48, 910, 193)",29,,25.712,f,-10.069,-9.080,f
226,"(261, 79, 419, 238)",30,,26.854,f,-21.056,-16.847,f
226,"(567, 220, 711, 363)",31,,16.010,m,8.918,14.608,m
227,"(-56, 162, 165, 384)",28,,21.846,f,-11.258,-9.968,f
227,"(767, 54, 907, 194)",29,,20.220,f,-9.190,-9.080,f
227,"(258, 82, 415, 238)",30,,26.169,f,-20.419,-16.847,f
227,"(566, 219, 715, 369)",31,,19.216,m,10.489,14.608,m
228,"(-64, 167, 160, 392)",28,,19.003,f,-10.059,-9.968,f
228,"(768, 57, 912, 201)",29,,26.930,f,-8.977,-9.080,f
228,"(255, 83, 411, 238)",30,,22.363,f,-19.370,-16.847,f
228,"(565, 223, 710, 368)",31,,17.742,m,8.867,14.608,m
229,"(-68, 175, 155, 399)",28,,17.795,f,-9.669,-9.968,f
229,"(769, 65, 909, 206)",29,,22.147,f,-7.943,-9.080,f
229,"(255, 85, 412, 242)",30,,26.347,f,-19.499,-16.847,f
229,"(564, 222, 715, 373)",31,,18.606,m,12.088,14.608,m
230,"(772, 70, 914, 212)",29,0.983,18.848,f,-7.632,-9.080,f
230,"(251, 90, 410, 249)",30,0.976,23.782,f,-18.485,-16.847,f
230,"(566, 226, 731, 391)",31,0.956,13.738,m,13.897,14.608,m
231,"(773, 78, 914, 219)",29,,27.873,f,-9.265,-9.080,f
231,"(247, 89, 412, 254)",30,,25.474,f,-19.477,-16.847,f
231,"(567, 228, 733, 393)",31,,27.076,m,16.319,14.608,m
232,"(776, 82, 917, 223)",29,,28.323,f,-6.278,-9.080,f
232,"(251, 98, 407, 254)",30,,19.452,f,-17.361,-16.847,f
232,"(568, 230, 734, 396)",31,,26.664,m,15.617,14.608,m
233,"(778, 89, 914, 225)",29,,19.942,f,-4.866,-9.080,f
233,"(256, 100, 413, 256)",30,,22.453,f,-19.283,-16.847,f
233,"(570, 231, 736, 398)",31,,26.709,m,16.530,14.608,m
234,"(781, 91, 919, 229)",29,,24.098,f,-6.817,-9.080,f
234,"(254, 102, 409, 257)",30,,24.006,f,-18.340,-16.847,f
234,"(571, 232, 737, 399)",31,,26.150,m,16.128,14.608,m
235,"(788, 92, 927, 231)",29,0.978,22.996,f,-7.671,-9.080,f
235,"(257, 101, 411, 255)",30,0.891,19.256,f,-18.192,-16.847,f
235,"(572, 231, 735, 394)",31,0.885,18.308,m,15.412,14.608,m
236,"(790, 93, 929, 232)",29,,28.185,f,-8.467,-9.080,f
236,"(260, 102, 412, 254)",30,,22.190,f,-18.034,-16.847,f
236,"(572, 227, 744, 399)",31,,23.750,m,18.522,14.608,m
237,"(792, 91, 932, 232)",29,,24.372,f,-7.691,-9.080,f
237,"(256, 102, 407, 252)",30,,20.128,f,-18.804,-16.847,f
237,"(574, 229, 738, 393)",31,,25.265,m,16.215,14.608,m
238,"(791, 90, 929, 228)",29,,26.919,f,-7.639,-9.080,f
238,"(259, 99, 410, 250)",30,,25.397,f,-17.542,-16.847,f
238,"(574, 221, 747, 394)",31,,23.436,m,18.190,14.608,m
239,"(793, 86, 933, 226)",29,,20.830,f,-6.662,-9.080,f
239,"(255, 98, 405, 248)",30,,19.224,f,-17.914,-16.847,f
239,"(576, 223, 741, 388)",31,,24.648,m,16.136,14.608,m
240,"(789, 83, 928, 222)",29,0.985,23.842,f,-7.377,-9.080,f
240,"(250, 93, 411, 254)",30,0.954,23.257,f,-17.786,-16.847,f
240,"(575, 220, 740, 385)",31,0.764,24.679,m,15.764,14.608,m
241,"(790, 81, 932, 224)",29,,22.539,f,-7.309,-9.080,f
241,"(249, 93, 410, 254)",30,,27.701,f,-17.922,-16.847,f
241,"(575, 216, 749, 390)",31,,23.024,m,18.457,14.608,m
242,"(790, 83, 926, 219)",29,,22.974,f,-7.732,-9.080,f
242,"(246, 95, 406, 255)",30,,22.099,f,-17.791,-16.847,f
242,"(574, 219, 740, 385)",31,,18.212,m,8.710,14.608,m
243,"(791, 85, 929, 224)",29,,25.016,f,-8.953,-9.080,f
243,"(247, 97, 408, 258)",30,,27.738,f,-17.571,-16.847,f
243,"(575, 215, 755, 395)",31,,21.255,m,20.651,14.608,m
244,"(791, 88, 930, 227)",29,,26.833,f,-8.266,-9.080,f
244,"(249, 104, 405, 261)",30,,28.089,f,-16.201,-16.847,f
244,"(574, 217, 757, 400)",31,,16.901,m,18.036,14.608,m
245,"(794, 91, 929, 225)",29,0.992,19.121,f,-6.300,-9.080,f
245,"(250, 108, 405, 263)",30,0.989,26.756,f,-15.030,-16.847,f
245,"(571, 226, 745, 400)",31,0.837,13.958,m,14.302,14.608,m
246,"(796, 93, 931, 227)",29,,27.021,f,-5.747,-9.080,f
246,"(249, 111, 401, 264)",30,,19.655,f,-17.025,-16.847,f
246,"(576, 228, 754, 405)",31,,19.981,m,16.978,14.608,m
247,"(799, 92, 937, 230)",29,,23.486,f,-8.178,-9.080,f
247,"(253, 111, 406, 265)",30,,20.642,f,-17.735,-16.847,f
247,"(577, 227, 758, 408)",31,,18.545,m,15.429,14.608,m
248,"(800, 91, 942, 233)",29,,24.688,f,-10.364,-9.080,f
248,"(251, 111, 405, 265)",30,,27.202,f,-15.813,-16.847,f
248,"(586, 226, 769, 409)",31,,11.013,m,10.837,14.608,m
249,"(804, 89, 944, 229)",29,,23.606,f,-8.071,-9.080,f
249,"(255, 111, 407, 263)",30,,22.172,f,-17.839,-16.847,f
249,"(589, 225, 776, 412)",31,,11.370,m,12.104,14.608,m
250,"(807, 92, 938, 223)",29,0.998,20.740,f,-7.857,-9.080,f
250,"(253, 109, 405, 261)",30,0.983,19.999,f,-15.989,-16.847,f
250,"(582, 222, 752, 392)",32,0.729,,m,10.478,11.134,m
251,"(810, 91, 941, 222)",29,,27.666,f,-9.411,-9.080,f
251,"(256, 109, 408, 261)",30,,21.091,f,-16.681,-16.847,f
251,"(585, 217, 762, 394)",32,,24.403,m,13.558,11.134,m
252,"(812, 91, 943, 222)",29,,27.076,f,-11.597,-9.080,f
252,"(255, 110, 407, 263)",30,,27.535,f,-15.456,-16.847,f
252,"(596, 221, 769, 394)",32,,16.680,m,13.677,11.134,m
253,"(814, 88, 950, 224)",29,,20.375,f,-12.383,-9.080,f
253,"(254, 110, 406, 262)",30,,25.851,f,-16.616,-16.847,f
253,"(602, 222, 775, 394)",32,,15.415,m,12.136,11.134,m
254,"(813, 89, 947, 224)",29,,18.507,f,-13.066,-9.080,f
254,"(255, 112, 406, 263)",30,,26.333,f,-17.295,-16.847,f
254,"(608, 223, 780, 395)",32,,13.405,m,11.717,11.134,m
255,"(821, 92, 948, 219)",29,0.975,20.369,f,-12.673,-9.080,f
255,"(254, 111, 407, 264)",30,0.968,18.001,f,-19.003,-16.847,f
255,"(597, 227, 763, 393)",32,0.796,12.281,m,14.940,11.134,m
256,"(823, 90, 952, 219)",29,,23.749,f,-14.350,-9.080,f
256,"(253, 114, 403, 264)",30,,20.211,f,-17.789,-16.847,f
256,"(599, 228, 765, 394)",32,,26.132,m,11.183,11.134,m
257,"(822, 89, 949, 216)",29,,26.546,f,-12.432,-9.080,f
257,"(254, 114, 405, 265)",30,,27.290,f,-19.328,-16.847,f
257,"(600, 228, 766, 394)",32,,25.124,m,10.778,11.134,m
258,"(823, 85, 950, 212)",29,,25.751,f,-11.965,-9.080,f
258,"(254, 114, 404, 264)",30,,24.892,f,-18.448,-16.847,f
258,"(604, 228, 771, 394)",32,,19.081,m,8.939,11.134,m
259,"(823, 83, 950, 210)",29,,25.179,f,-13.132,-9.080,f
259,"(254, 113, 403, 262)",30,,25.608,f,-17.872,-16.847,f
259,"(598, 227, 765, 393)",32,,16.113,m,9.878,11.134,m
260,"(821, 79, 951, 208)",29,0.974,22.092,f,-13.722,-9.080,f
260,"(254, 110, 403, 259)",30,0.991,19.157,f,-17.738,-16.847,f
260,"(599, 233, 754, 388)",32,0.809,18.295,m,6.838,11.134,m
261,"(822, 75, 952, 205)",29,,26.665,f,-13.878,-9.080,f
261,"(254, 108, 402, 256)",30,,26.972,f,-16.126,-16.847,f
261,"(601, 230, 758, 387)",32,,21.056,m,7.854,11.134,m
262,"(824, 70, 956, 202)",29,,26.324,f,-10.409,-9.080,f
262,"(254, 105, 401, 253)",30,,26.294,f,-17.036,-16.847,f
262,"(600, 229, 754, 384)",32,,25.881,m,5.277,11.134,m
263,"(826, 65, 959, 198)",29,,24.909,f,-9.451,-9.080,f
263,"(256, 103, 405, 252)",30,,20.708,f,-16.304,-16.847,f
263,"(603, 227, 758, 383)",32,,21.248,m,6.516,11.134,m
264,"(830, 62, 962, 194)",29,,24.035,f,-9.676,-9.080,f
264,"(255, 103, 401, 249)",30,,23.936,f,-16.566,-16.847,f
264,"(601, 226, 756, 382)",32,,24.514,m,4.480,11.134,m
265,"(834, 61, 959, 186)",29,0.997,25.025,f,-9.488,-9.080,f
265,"(252, 99, 402, 250)",30,0.982,22.398,f,-16.215,-16.847,f
265,"(595, 229, 744, 378)",32,0.802,19.356,m,6.909,11.134,m
266,"(837, 59, 962, 185)",29,,27.189,f,-10.064,-9.080,f
266,"(253, 100, 403, 250)",30,,28.943,f,-15.902,-16.847,f
266,"(596, 230, 745, 379)",32,,27.456,m,6.071,11.134,m
267,"(840, 59, 964, 183)",29,,25.890,f,-8.917,-9.080,f
267,"(254, 101, 403, 250)",30,,28.010,f,-15.478,-16.847,f
267,"(596, 231, 746, 381)",32,,26.870,m,6.126,11.134,m
268,"(845, 57, 973, 185)",29,,20.418,f,-8.437,-9.080,f
268,"(255, 103, 403, 251)",30,,27.676,f,-16.758,-16.847,f
268,"(596, 232, 746, 382)",32,,26.785,m,6.921,11.134,m
269,"(847, 59, 972, 185)",29,,26.557,f,-9.082,-9.080,f
269,"(255, 104, 403, 251)",30,,27.493,f,-17.342,-16.847,f
269,"(593, 233, 744, 383)",32,,18.853,m,6.972,11.134,m
270,"(850, 61, 974, 184)",29,0.996,22.817,f,-8.581,-9.080,f
270,"(260, 109, 401, 250)",30,0.993,25.630,f,-17.528,-16.847,f
270,"(600, 231, 755, 386)",32,0.806,23.727,m,5.816,11.134,m
271,"(853, 59, 977, 183)",29,,26.476,f,-6.178,-9.080,f
271,"(261, 110, 402, 250)",30,,28.951,f,-16.840,-16.847,f
271,"(598, 233, 750, 385)",32,,21.261,m,5.430,11.134,m
272,"(857, 59, 983, 185)",29,,23.742,f,-7.977,-9.080,f
272,"(262, 111, 402, 250)",30,,28.117,f,-16.791,-16.847,f
272,"(598, 233, 753, 388)",32,,24.941,m,4.477,11.134,m
273,"(858, 60, 983, 185)",29,,25.259,f,-8.983,-9.080,f
273,"(264, 112, 403, 252)",30,,26.740,f,-17.012,-16.847,f
273,"(595, 234, 749, 388)",32,,20.927,m,5.618,11.134,m
274,"(861, 58, 991, 188)",29,,21.175,f,-8.053,-9.080,f
274,"(265, 114, 404, 253)",30,,27.011,f,-19.551,-16.847,f
274,"(596, 233, 752, 390)",32,,25.414,m,5.001,11.134,m
275,"(863, 60, 989, 186)",29,0.986,19.656,f,-7.784,-9.080,f
275,"(263, 115, 404, 256)",30,0.991,25.597,f,-16.604,-16.847,f
275,"(594, 235, 749, 390)",32,0.817,22.437,m,4.469,11.134,m
276,"(867, 60, 995, 188)",29,,23.112,f,-8.651,-9.080,f
276,"(265, 117, 406, 258)",30,,25.048,f,-16.434,-16.847,f
276,"(591, 237, 743, 389)",32,,21.367,m,6.147,11.134,m
277,"(868, 61, 995, 189)",29,,28.130,f,-10.790,-9.080,f
277,"(270, 120, 411, 260)",30,,19.015,f,-14.996,-16.847,f
277,"(592, 237, 746, 392)",32,,25.923,m,5.540,11.134,m
278,"(871, 62, 1000, 191)",29,,22.184,f,-10.666,-9.080,f
278,"(271, 122, 411, 262)",30,,22.989,f,-14.756,-16.847,f
278,"(589, 239, 741, 391)",32,,19.706,m,6.832,11.134,m
279,"(870, 65, 997, 191)",29,,19.160,f,-9.715,-9.080,f
279,"(277, 125, 415, 263)",30,,18.434,f,-15.770,-16.847,f
279,"(591, 240, 745, 393)",32,,24.334,m,5.788,11.134,m
280,"(871, 62, 1006, 197)",29,0.997,20.644,f,-10.382,-9.080,f
280,"(275, 124, 419, 267)",30,0.976,15.882,f,-16.938,-16.847,f
280,"(589, 238, 748, 397)",32,0.885,19.572,m,8.521,11.134,m
281,"(871, 65, 1007, 200)",29,,27.792,f,-11.307,-9.080,f
281,"(281, 126, 423, 268)",30,,22.789,f,-14.461,-16.847,f
281,"(590, 239, 748, 398)",32,,27.179,m,9.749,11.134,m
282,"(870, 68, 1003, 201)",29,,18.219,f,-10.355,-9.080,f
282,"(282, 127, 424, 269)",30,,25.966,f,-15.509,-16.847,f
282,"(588, 242, 744, 398)",32,,18.891,m,9.077,11.134,m
283,"(870, 69, 1005, 204)",29,,23.330,f,-9.945,-9.080,f
283,"(288, 129, 428, 269)",30,,21.123,f,-16.805,-16.847,f
283,"(589, 242, 748, 400)",32,,25.252,m,10.608,11.134,m
284,"(866, 73, 998, 205)",29,,16.330,f,-9.127,-9.080,f
284,"(288, 130, 428, 270)",30,,25.167,f,-16.237,-16.847,f
284,"(589, 243, 748, 402)",32,,26.638,m,9.764,11.134,m
285,"(868, 71, 1004, 207)",29,0.998,16.732,f,-6.726,-9.080,f
285,"(289, 128, 434, 273)",30,0.992,20.596,f,-9.924,-16.847,f
285,"(593, 242, 755, 405)",32,0.833,20.008,m,12.591,11.134,m
286,"(866, 74, 995, 203)",29,,16.559,f,-3.895,-9.080,f
286,"(289, 124, 440, 274)",30,,17.971,f,-7.147,-16.847,f
286,"(593, 243, 756, 406)",32,,26.944,m,12.284,11.134,m
287,"(864, 74, 998, 208)",29,,21.299,f,-4.705,-9.080,f
287,"(293, 127, 440, 273)",30,,15.887,f,-3.883,-16.847,f
287,"(594, 245, 757, 408)",32,,26.817,m,13.270,11.134,m
288,"(860, 77, 991, 209)",29,,15.377,f,-6.942,-9.080,f
288,"(298, 125, 446, 274)",30,,17.515,f,-10.439,-16.847,f
288,"(595, 246, 758, 410)",32,,26.619,m,13.533,11.134,m
289,"(861, 78, 992, 209)",29,,18.365,f,-6.580,-9.080,f
289,"(301, 128, 445, 273)",30,,21.813,f,-12.540,-16.847,f
289,"(596, 247, 759, 411)",32,,26.696,m,14.455,11.134,m
290,"(863, 78, 999, 213)",29,0.994,14.589,f,-6.632,-9.080,f
290,"(309, 134, 447, 272)",30,0.979,20.640,f,-13.867,-16.847,f
290,"(601, 252, 759, 410)",32,0.844,22.819,m,13.379,11.134,m
291,"(862, 81, 993, 212)",29,,21.379,f,-8.301,-9.080,f
291,"(315, 135, 452, 272)",30,,23.874,f,-13.936,-16.847,f
291,"(601, 253, 759, 412)",32,,27.026,m,14.136,11.134,m
292,"(863, 80, 997, 215)",29,,24.757,f,-6.978,-9.080,f
292,"(316, 136, 453, 273)",30,,25.442,f,-12.640,-16.847,f
292,"(602, 254, 760, 413)",32,,27.062,m,13.900,11.134,m
293,"(861, 82, 994, 215)",29,,18.622,f,-9.037,-9.080,f
293,"(321, 137, 459, 274)",30,,22.624,f,-12.538,-16.847,f
293,"(600, 257, 756, 412)",32,,18.746,m,11.123,11.134,m
294,"(862, 83, 996, 217)",29,,24.659,f,-8.662,-9.080,f
294,"(322, 138, 459, 276)",30,,24.361,f,-13.417,-16.847,f
294,"(601, 256, 759, 414)",32,,25.472,m,13.169,11.134,m
295,"(867, 85, 1000, 218)",29,0.995,19.462,f,-9.605,-9.080,f
295,"(327, 145, 457, 274)",30,0.997,19.106,f,-15.233,-16.847,f
295,"(599, 254, 760, 415)",32,0.726,19.899,m,12.966,11.134,m
295,"(-19, 161, 181, 363)",33,0.976,,f,-10.450,-10.925,f
296,"(867, 85, 1000, 218)",29,,27.038,f,-9.462,-9.080,f
296,"(329, 146, 458, 275)",30,,27.496,f,-16.357,-16.847,f
296,"(598, 253, 759, 414)",32,,26.203,m,12.311,11.134,m
296,"(-9, 161, 181, 351)",33,,23.827,f,-11.522,-10.925,f
297,"(867, 85, 1000, 218)",29,,26.873,f,-9.994,-9.080,f
297,"(334, 147, 461, 274)",30,,20.344,f,-15.112,-16.847,f
297,"(596, 254, 753, 411)",32,,20.746,m,13.117,11.134,m
297,"(-5, 158, 187, 352)",33,,18.666,f,-11.499,-10.925,f
298,"(868, 83, 1005, 220)",29,,21.960,f,-9.006,-9.080,f
298,"(333, 146, 463, 276)",30,,26.183,f,-17.348,-16.847,f
298,"(595, 254, 756, 415)",32,,22.709,m,12.589,11.134,m
298,"(-8, 147, 200, 357)",33,,18.782,f,-10.694,-10.925,f
299,"(866, 84, 999, 217)",29,,22.642,f,-9.712,-9.080,f
299,"(334, 148, 466, 279)",30,,22.802,f,-16.656,-16.847,f
299,"(591, 257, 751, 418)",32,,19.871,m,15.355,11.134,m
299,"(-7, 144, 206, 359)",33,,19.083,f,-11.326,-10.925,f
300,"(872, 90, 996, 215)",29,0.996,25.113,f,-9.389,-9.080,f
300,"(332, 150, 466, 284)",30,0.975,17.919,f,-17.132,-16.847,f
300,"(594, 253, 764, 424)",32,0.797,19.164,m,14.549,11.134,m
300,"(-15, 146, 203, 365)",33,0.998,20.665,f,-11.810,-10.925,f
301,"(872, 92, 997, 217)",29,,28.122,f,-8.462,-9.080,f
301,"(333, 152, 468, 287)",30,,26.681,f,-17.292,-16.847,f
301,"(592, 258, 759, 425)",32,,21.890,m,14.941,11.134,m
301,"(-9, 144, 213, 367)",33,,19.941,f,-11.542,-10.925,f
302,"(873, 93, 998, 218)",29,,28.400,f,-9.868,-9.080,f
302,"(334, 154, 469, 289)",30,,27.298,f,-18.291,-16.847,f
302,"(592, 258, 762, 428)",32,,24.653,m,14.410,11.134,m
302,"(-9, 144, 213, 367)",33,,24.700,f,-10.212,-10.925,f
303,"(873, 94, 998, 219)",29,,28.343,f,-7.596,-9.080,f
303,"(335, 155, 471, 291)",30,,27.633,f,-17.265,-16.847,f
303,"(588, 260, 757, 429)",32,,19.139,m,14.817,11.134,m
303,"(-7, 143, 221, 372)",33,,25.103,f,-10.496,-10.925,f
304,"(874, 95, 999, 221)",29,,27.746,f,-7.527,-9.080,f
304,"(336, 156, 472, 292)",30,,27.291,f,-18.401,-16.847,f
304,"(590, 261, 759, 430)",32,,22.190,m,14.745,11.134,m
304,"(-1, 141, 227, 369)",33,,22.181,f,-11.009,-10.925,f
305,"(870, 95, 998, 224)",29,0.998,26.575,f,-6.025,-9.080,f
305,"(340, 155, 478, 294)",30,0.882,25.268,f,-16.855,-16.847,f
305,"(598, 265, 764, 431)",32,0.776,15.215,m,14.475,11.134,m
305,"(7, 139, 231, 363)",33,1.000,22.627,f,-10.721,-10.925,f
306,"(870, 96, 999, 224)",29,,28.818,f,-5.820,-9.080,f
306,"(340, 155, 479, 294)",30,,28.491,f,-16.582,-16.847,f
306,"(598, 265, 764, 431)",32,,26.525,m,14.275,11.134,m
306,"(8, 137, 242, 370)",33,,26.015,f,-11.858,-10.925,f
307,"(871, 97, 1000, 225)",29,,28.073,f,-6.467,-9.080,f
307,"(341, 154, 485, 297)",30,,23.124,f,-17.741,-16.847,f
307,"(598, 264, 764, 431)",32,,26.001,m,14.702,11.134,m
307,"(16, 137, 244, 365)",33,,21.570,f,-10.120,-10.925,f
308,"(872, 97, 1001, 226)",29,,28.125,f,-5.954,-9.080,f
308,"(336, 153, 480, 297)",30,,18.545,f,-19.824,-16.847,f
308,"(598, 264, 764, 431)",32,,27.062,m,14.932,11.134,m
308,"(9, 136, 241, 368)",33,,17.743,f,-8.960,-10.925,f
309,"(873, 98, 1002, 227)",29,,26.794,f,-5.435,-9.080,f
309,"(341, 153, 486, 298)",30,,20.898,f,-17.046,-16.847,f
309,"(598, 264, 765, 431)",32,,26.695,m,14.873,11.134,m
309,"(18, 137, 252, 371)",33,,19.476,f,-7.830,-10.925,f
310,"(867, 95, 1007, 234)",29,0.998,22.876,f,-8.337,-9.080,f
310,"(343, 158, 479, 294)",30,0.886,26.697,f,-18.416,-16.847,f
310,"(600, 266, 766, 432)",32,0.747,18.575,m,14.335,11.134,m
310,"(27, 141, 258, 373)",33,0.995,15.676,f,-8.264,-10.925,f
311,"(869, 95, 1008, 235)",29,,28.130,f,-8.538,-9.080,f
311,"(344, 160, 480, 295)",30,,28.360,f,-17.725,-16.847,f
311,"(601, 268, 767, 434)",32,,26.798,m,13.270,11.134,m
311,"(29, 143, 263, 377)",33,,25.240,f,-7.634,-10.925,f
312,"(869, 94, 1014, 239)",29,,24.383,f,-8.727,-9.080,f
312,"(344, 161, 480, 297)",30,,28.300,f,-18.415,-16.847,f
312,"(602, 270, 768, 436)",32,,26.130,m,13.206,11.134,m
312,"(33, 147, 266, 379)",33,,23.707,f,-8.041,-10.925,f
313,"(870, 95, 1010, 235)",29,,26.082,f,-8.264,-9.080,f
313,"(344, 163, 477, 296)",30,,19.071,f,-18.060,-16.847,f
313,"(603, 272, 769, 439)",32,,25.824,m,12.358,11.134,m
313,"(37, 150, 267, 380)",33,,22.163,f,-8.956,-10.925,f
314,"(871, 92, 1014, 236)",29,,21.142,f,-6.399,-9.080,f
314,"(344, 162, 480, 298)",30,,26.122,f,-18.189,-16.847,f
314,"(604, 274, 770, 440)",32,,25.241,m,11.650,11.134,m
314,"(39, 151, 270, 382)",33,,20.954,f,-10.219,-10.925,f
315,"(871, 94, 1009, 232)",29,0.999,21.367,f,-8.086,-9.080,f
315,"(346, 163, 481, 298)",30,0.831,18.645,f,-18.164,-16.847,f
315,"(604, 271, 772, 439)",32,0.791,21.549,m,13.517,11.134,m
315,"(44, 146, 279, 380)",33,0.999,18.350,f,-11.970,-10.925,f
316,"(872, 91, 1014, 234)",29,,22.720,f,-6.510,-9.080,f
316,"(346, 164, 481, 299)",30,,28.427,f,-17.652,-16.847,f
316,"(605, 272, 773, 440)",32,,26.602,m,13.622,11.134,m
316,"(46, 146, 282, 382)",33,,28.371,f,-12.481,-10.925,f
317,"(872, 92, 1011, 231)",29,,27.099,f,-7.690,-9.080,f
317,"(346, 165, 481, 300)",30,,27.625,f,-17.565,-16.847,f
317,"(607, 274, 774, 441)",32,,26.163,m,12.579,11.134,m
317,"(48, 148, 284, 383)",33,,28.117,f,-11.320,-10.925,f
318,"(873, 90, 1016, 233)",29,,22.373,f,-6.497,-9.080,f
318,"(345, 167, 478, 300)",30,,19.556,f,-17.788,-16.847,f
318,"(608, 275, 775, 442)",32,,26.147,m,11.631,11.134,m
318,"(51, 149, 286, 384)",33,,28.101,f,-12.332,-10.925,f
319,"(873, 91, 1012, 231)",29,,26.100,f,-7.498,-9.080,f
319,"(346, 167, 481, 302)",30,,25.461,f,-17.984,-16.847,f
319,"(609, 276, 776, 442)",32,,25.640,m,11.938,11.134,m
319,"(53, 150, 287, 385)",33,,27.610,f,-11.520,-10.925,f
320,"(878, 97, 1006, 225)",29,0.999,19.666,f,-7.130,-9.080,f
320,"(343, 171, 469, 297)",30,0.959,23.172,f,-16.753,-16.847,f
320,"(606, 277, 778, 449)",32,0.877,23.644,m,10.552,11.134,m
320,"(53, 146, 291, 385)",33,0.998,18.337,f,-12.296,-10.925,f
321,"(879, 98, 1007, 225)",29,,28.526,f,-8.983,-9.080,f
321,"(342, 173, 465, 295)",30,,20.165,f,-14.261,-16.847,f
321,"(606, 277, 778, 449)",32,,27.600,m,11.338,11.134,m
321,"(55, 143, 301, 390)",33,,23.774,f,-13.683,-10.925,f
322,"(880, 98, 1008, 226)",29,,28.315,f,-9.117,-9.080,f
322,"(347, 174, 469, 296)",30,,20.451,f,-16.074,-16.847,f
322,"(606, 278, 778, 450)",32,,28.154,m,10.949,11.134,m
322,"(57, 147, 294, 384)",33,,25.934,f,-13.232,-10.925,f
323,"(881, 99, 1009, 227)",29,,28.129,f,-9.194,-9.080,f
323,"(344, 174, 462, 292)",30,,17.666,f,-14.438,-16.847,f
323,"(605, 281, 772, 448)",32,,19.588,m,13.023,11.134,m
323,"(61, 145, 301, 386)",33,,22.367,f,-11.953,-10.925,f
324,"(881, 99, 1010, 228)",29,,27.172,f,-9.332,-9.080,f
324,"(346, 174, 468, 296)",30,,18.924,f,-17.493,-16.847,f
324,"(604, 279, 777, 452)",32,,25.451,m,10.463,11.134,m
324,"(55, 146, 291, 383)",33,,23.590,f,-9.781,-10.925,f
325,"(873, 94, 1011, 231)",29,0.998,20.912,f,-11.273,-9.080,f
325,"(338, 169, 470, 301)",30,0.980,18.894,f,-18.989,-16.847,f
325,"(606, 283, 773, 449)",32,0.814,26.871,m,11.422,11.134,m
