frame,bb,face_id,face_detect_conf,tracking_conf,sex_label,sex_decision_function,avg_sex_decision_function,avg_sex_label
78,"(730, 12, 916, 198)",2,,19.737,f,-6.084,-6.520,f
78,"(336, 169, 495, 329)",6,,24.831,f,-16.862,-19.131,f
79,"(56, 104, 278, 327)",0,,20.248,f,-9.719,-9.679,f
79,"(946, -8, 1122, 168)",1,,25.035,m,11.759,11.401,m
79,"(730, 11, 920, 201)",2,,24.572,f,-6.887,-6.520,f
79,"(337, 171, 496, 330)",6,,24.844,f,-17.916,-19.131,f
80,"(60, 104, 281, 325)",0,0.999,18.814,f,-8.755,-9.679,f
80,"(944, -20, 1112, 147)",1,0.808,17.357,m,11.462,11.401,m
80,"(730, 12, 919, 202)",2,0.835,19.865,f,-5.216,-6.520,f
80,"(329, 167, 501, 338)",6,0.747,21.485,f,-20.714,-19.131,f
80,"(557, 206, 732, 380)",7,0.855,,m,21.435,20.463,m
81,"(59, 103, 279, 324)",0,,27.519,f,-9.186,-9.679,f
81,"(941, -20, 1109, 147)",1,,18.170,m,10.882,11.401,m
81,"(731, 13, 920, 202)",2,,28.514,f,-6.151,-6.520,f
81,"(330, 167, 501, 339)",6,,28.334,f,-20.744,-19.131,f
81,"(558, 202, 740, 383)",7,,20.704,m,25.171,20.463,m
82,"(58, 103, 278, 323)",0,,27.043,f,-9.786,-9.679,f
82,"(947, -21, 1116, 147)",1,,20.971,m,11.191,11.401,m
82,"(732, 13, 920, 202)",2,,28.297,f,-6.279,-6.520,f
82,"(337, 170, 504, 337)",6,,22.744,f,-19.146,-19.131,f
82,"(560, 203, 735, 378)",7,,22.287,m,23.523,20.463,m
83,"(57, 102, 276, 321)",0,,27.309,f,-10.183,-9.679,f
83,"(944, -20, 1109, 144)",1,,24.190,m,12.039,11.401,m
83,"(734, 12, 926, 204)",2,,21.888,f,-8.669,-6.520,f
83,"(331, 169, 497, 335)",6,,18.969,f,-20.260,-19.131,f
83,"(563, 200, 741, 378)",7,,19.668,m,23.304,20.463,m
84,"(55, 100, 274, 320)",0,,26.900,f,-9.891,-9.679,f
84,"(944, -20, 1112, 147)",1,,26.487,m,11.501,11.401,m
84,"(733, 15, 915, 198)",2,,17.900,f,-5.142,-6.520,f
84,"(334, 167, 503, 335)",6,,25.381,f,-20.932,-19.131,f
84,"(562, 200, 737, 375)",7,,22.092,m,20.314,20.463,m
85,"(50, 100, 269, 319)",0,0.999,25.632,f,-9.885,-9.679,f
85,"(944, -21, 1115, 149)",1,0.837,19.699,m,11.581,11.401,m
85,"(737, 13, 923, 199)",2,0.889,18.517,f,-9.979,-6.520,f
85,"(327, 159, 505, 337)",6,0.680,18.631,f,-20.331,-19.131,f
85,"(557, 195, 739, 377)",7,0.982,20.170,m,20.592,20.463,m
86,"(48, 99, 268, 319)",0,,26.364,f,-10.640,-9.679,f
86,"(944, -21, 1115, 149)",1,,27.840,m,11.520,11.401,m
86,"(737, 9, 929, 201)",2,,20.934,f,-8.306,-6.520,f
86,"(327, 157, 504, 335)",6,,26.321,f,-19.387,-19.131,f
86,"(559, 193, 745, 379)",7,,22.497,m,19.601,20.463,m
87,"(47, 99, 266, 319)",0,,25.773,f,-10.106,-9.679,f
87,"(944, -20, 1115, 150)",1,,28.434,m,11.714,11.401,m
87,"(737, 10, 924, 197)",2,,25.709,f,-8.351,-6.520,f
87,"(325, 155, 503, 333)",6,,26.865,f,-19.276,-19.131,f
87,"(558, 195, 740, 377)",7,,22.115,m,19.565,20.463,m
88,"(46, 99, 265, 318)",0,,25.906,f,-11.078,-9.679,f
88,"(944, -20, 1116, 151)",1,,27.639,m,13.230,11.401,m
88,"(737, 6, 929, 197)",2,,20.621,f,-8.389,-6.520,f
88,"(324, 153, 502, 331)",6,,27.021,f,-19.097,-19.131,f
88,"(558, 195, 740, 377)",7,,19.576,m,18.430,20.463,m
89,"(43, 101, 257, 316)",0,,20.415,f,-10.313,-9.679,f
89,"(944, -19, 1116, 152)",1,,27.116,m,12.980,11.401,m
89,"(738, 7, 923, 192)",2,,25.671,f,-7.913,-6.520,f
89,"(324, 151, 501, 328)",6,,27.134,f,-18.838,-19.131,f
89,"(556, 196, 735, 375)",7,,10.754,m,12.698,20.463,m
90,"(37, 99, 262, 323)",0,0.999,23.757,f,-10.869,-9.679,f
90,"(944, -7, 1120, 168)",1,0.925,16.106,m,11.567,11.401,m
90,"(734, 2, 923, 191)",2,0.891,25.966,f,-6.168,-6.520,f
91,"(35, 101, 254, 320)",0,,19.447,f,-9.007,-9.679,f
91,"(948, -7, 1124, 168)",1,,20.333,m,13.330,11.401,m
91,"(734, 0, 922, 188)",2,,26.288,f,-5.825,-6.520,f
92,"(43, 104, 260, 320)",0,,19.996,f,-11.524,-9.679,f
92,"(944, -8, 1121, 167)",1,,25.444,m,10.316,11.401,m
92,"(734, -1, 922, 186)",2,,26.330,f,-5.861,-6.520,f
93,"(38, 102, 255, 319)",0,,21.762,f,-10.787,-9.679,f
93,"(950, -7, 1123, 164)",1,,20.164,m,13.171,11.401,m
93,"(733, -3, 921, 184)",2,,26.535,f,-5.962,-6.520,f
94,"(37, 102, 260, 325)",0,,24.145,f,-11.659,-9.679,f
94,"(946, -10, 1121, 164)",1,,24.381,m,12.200,11.401,m
94,"(733, -4, 921, 182)",2,,24.906,f,-7.006,-6.520,f
95,"(46, 106, 253, 313)",0,0.995,16.679,f,-10.627,-9.679,f
95,"(949, -20, 1114, 144)",1,0.781,17.671,m,14.011,11.401,m
96,"(46, 107, 253, 314)",0,,25.584,f,-5.696,-9.679,f
96,"(949, -21, 1114, 143)",1,,27.215,m,12.839,11.401,m
97,"(47, 108, 254, 315)",0,,23.890,f,-8.108,-9.679,f
97,"(954, -20, 1116, 141)",1,,20.236,m,11.908,11.401,m
98,"(47, 109, 255, 316)",0,,23.256,f,-9.351,-9.679,f
98,"(949, -22, 1114, 142)",1,,25.883,m,12.877,11.401,m
99,"(48, 109, 256, 317)",0,,23.530,f,-8.517,-9.679,f
99,"(955, -20, 1116, 140)",1,,20.740,m,12.170,11.401,m
100,"(53, 105, 257, 309)",0,0.979,24.955,f,-7.749,-9.679,f
100,"(953, -17, 1111, 140)",1,0.791,24.372,m,13.478,11.401,m
101,"(55, 102, 265, 313)",0,,22.665,f,-11.030,-9.679,f
101,"(953, -17, 1112, 140)",1,,28.105,m,12.005,11.401,m
102,"(56, 104, 259, 308)",0,,25.429,f,-10.657,-9.679,f
102,"(953, -17, 1111, 140)",1,,25.873,m,13.549,11.401,m
103,"(58, 101, 267, 310)",0,,21.983,f,-12.656,-9.679,f
103,"(953, -17, 1111, 140)",1,,26.796,m,13.739,11.401,m
104,"(58, 103, 262, 306)",0,,24.834,f,-12.341,-9.679,f
104,"(953, -17, 1111, 140)",1,,25.362,m,13.857,11.401,m
105,"(50, 101, 272, 322)",0,0.999,20.171,f,-12.197,-9.679,f
105,"(949, -9, 1125, 166)",1,0.799,12.318,m,13.356,11.401,m
105,"(726, 5, 917, 195)",8,0.805,,f,-8.089,-5.961,f
106,"(52, 98, 279, 325)",0,,20.958,f,-12.302,-9.679,f
106,"(948, -9, 1124, 166)",1,,26.375,m,14.068,11.401,m
106,"(726, 11, 910, 195)",8,,19.600,f,-7.547,-5.961,f
107,"(53, 100, 272, 319)",0,,26.464,f,-10.200,-9.679,f
107,"(947, -10, 1123, 165)",1,,25.813,m,13.208,11.401,m
107,"(726, 11, 915, 199)",8,,24.695,f,-7.338,-5.961,f
108,"(50, 102, 265, 317)",0,,19.601,f,-8.898,-9.679,f
108,"(947, -10, 1122, 164)",1,,26.065,m,12.590,11.401,m
108,"(727, 13, 915, 201)",8,,25.418,f,-6.858,-5.961,f
109,"(54, 97, 278, 321)",0,,19.765,f,-10.003,-9.679,f
109,"(942, -10, 1118, 164)",1,,19.253,m,13.545,11.401,m
109,"(727, 15, 916, 203)",8,,24.996,f,-7.317,-5.961,f
110,"(50, 103, 268, 321)",0,0.999,18.846,f,-11.745,-9.679,f
110,"(948, -11, 1124, 164)",1,0.708,22.125,m,13.043,11.401,m
110,"(733, 18, 917, 202)",8,0.654,20.703,f,-6.189,-5.961,f
110,"(566, 202, 748, 385)",9,0.934,,m,22.833,18.159,m
110,"(305, 139, 478, 312)",10,0.783,,f,-16.096,-15.812,f
111,"(51, 103, 268, 321)",0,,29.151,f,-11.641,-9.679,f
111,"(943, -11, 1121, 167)",1,,18.870,m,13.769,11.401,m
111,"(734, 19, 918, 203)",8,,27.632,f,-6.450,-5.961,f
111,"(567, 200, 755, 388)",9,,22.829,m,19.506,18.159,m
111,"(305, 140, 479, 315)",10,,26.611,f,-16.249,-15.812,f
112,"(52, 103, 269, 321)",0,,28.707,f,-10.901,-9.679,f
112,"(947, -7, 1123, 167)",1,,26.347,m,13.243,11.401,m
112,"(735, 21, 918, 204)",8,,27.678,f,-6.198,-5.961,f
112,"(568, 202, 750, 384)",9,,24.696,m,18.767,18.159,m
112,"(305, 142, 479, 317)",10,,26.767,f,-16.644,-15.812,f
113,"(51, 103, 269, 320)",0,,26.036,f,-10.970,-9.679,f
113,"(937, -12, 1126, 176)",1,,18.272,m,10.312,11.401,m
113,"(736, 18, 926, 208)",8,,23.329,f,-6.447,-5.961,f
113,"(569, 199, 756, 386)",9,,20.601,m,16.978,18.159,m
113,"(305, 144, 480, 319)",10,,26.440,f,-17.239,-15.812,f
114,"(53, 101, 275, 322)",0,,21.602,f,-9.088,-9.679,f
114,"(947, -4, 1123, 171)",1,,20.902,m,12.592,11.401,m
114,"(737, 19, 920, 203)",8,,25.010,f,-5.305,-5.961,f
114,"(567, 203, 745, 380)",9,,17.724,m,18.297,18.159,m
114,"(305, 144, 481, 320)",10,,25.629,f,-18.504,-15.812,f
115,"(53, 102, 270, 319)",0,0.999,27.112,f,-10.839,-9.679,f
115,"(946, -6, 1121, 167)",1,0.910,23.568,m,12.251,11.401,m
115,"(740, 16, 924, 200)",8,0.804,17.921,f,-5.845,-5.961,f
115,"(569, 200, 748, 380)",9,0.924,25.684,m,19.569,18.159,m
115,"(305, 141, 491, 326)",10,0.653,17.910,f,-17.256,-15.812,f
116,"(52, 101, 270, 319)",0,,26.669,f,-11.125,-9.679,f
116,"(947, -6, 1122, 168)",1,,28.720,m,11.068,11.401,m
116,"(741, 9, 931, 199)",8,,20.987,f,-6.552,-5.961,f
116,"(569, 199, 748, 379)",9,,21.769,m,17.453,18.159,m
116,"(308, 139, 496, 326)",10,,23.181,f,-15.635,-15.812,f
117,"(51, 100, 269, 318)",0,,26.296,f,-11.410,-9.679,f
117,"(948, -6, 1123, 168)",1,,27.982,m,11.588,11.401,m
117,"(741, 9, 925, 192)",8,,24.693,f,-4.925,-5.961,f
117,"(569, 198, 748, 377)",9,,18.003,m,21.231,18.159,m
117,"(308, 138, 492, 323)",10,,27.152,f,-16.665,-15.812,f
118,"(51, 99, 269, 317)",0,,25.505,f,-10.643,-9.679,f
118,"(951, -7, 1129, 170)",1,,22.254,m,11.342,11.401,m
118,"(741, 1, 928, 188)",8,,26.282,f,-4.298,-5.961,f
118,"(568, 197, 748, 376)",9,,9.853,m,8.795,18.159,m
118,"(310, 134, 498, 322)",10,,23.020,f,-13.469,-15.812,f
119,"(50, 98, 269, 316)",0,,25.022,f,-10.966,-9.679,f
119,"(949, -6, 1124, 168)",1,,26.241,m,11.916,11.401,m
119,"(742, 0, 926, 184)",8,,24.595,f,-5.589,-5.961,f
119,"(310, 134, 494, 318)",10,,21.443,f,-16.445,-15.812,f
120,"(50, 97, 266, 312)",0,0.998,25.997,f,-11.245,-9.679,f
120,"(948, -7, 1125, 169)",1,0.947,21.752,m,11.796,11.401,m
120,"(739, 0, 920, 180)",8,0.786,24.966,f,-5.001,-5.961,f
120,"(317, 138, 474, 295)",10,0.680,11.652,f,-22.278,-15.812,f
121,"(50, 97, 265, 312)",0,,26.370,f,-10.662,-9.679,f
121,"(952, -7, 1129, 169)",1,,20.886,m,11.993,11.401,m
121,"(739, -2, 920, 177)",8,,27.849,f,-3.514,-5.961,f
121,"(320, 135, 479, 293)",10,,12.409,f,-11.310,-15.812,f
122,"(47, 98, 260, 311)",0,,18.864,f,-7.518,-9.679,f
122,"(946, -6, 1120, 167)",1,,17.848,m,11.360,11.401,m
122,"(738, -5, 919, 175)",8,,26.588,f,-4.210,-5.961,f
122,"(319, 134, 476, 291)",10,,9.525,f,-7.762,-15.812,f
123,"(56, 100, 266, 309)",0,,20.068,f,-11.720,-9.679,f
123,"(952, -7, 1132, 172)",1,,18.828,m,10.906,11.401,m
123,"(738, -7, 919, 173)",8,,23.535,f,-5.205,-5.961,f
124,"(51, 97, 261, 308)",0,,19.312,f,-6.904,-9.679,f
124,"(946, -6, 1121, 168)",1,,17.172,m,11.844,11.401,m
124,"(738, -11, 926, 176)",8,,18.010,f,-6.335,-5.961,f
125,"(59, 102, 261, 305)",0,0.995,16.000,f,-5.337,-9.679,f
125,"(956, -5, 1130, 168)",1,0.886,16.117,m,9.924,11.401,m
125,"(565, 184, 755, 375)",11,0.778,,m,3.428,4.740,m
126,"(62, 101, 269, 308)",0,,23.201,f,-12.294,-9.679,f
126,"(957, -5, 1130, 168)",1,,26.176,m,9.805,11.401,m
126,"(563, 177, 765, 380)",11,,18.769,m,4.906,4.740,m
127,"(62, 103, 265, 306)",0,,25.438,f,-11.518,-9.679,f
127,"(957, -4, 1131, 169)",1,,24.298,m,9.720,11.401,m
127,"(555, 176, 760, 381)",11,,19.142,m,3.067,4.740,m
128,"(63, 104, 265, 306)",0,,26.703,f,-10.106,-9.679,f
128,"(952, -4, 1129, 172)",1,,17.967,m,9.826,11.401,m
128,"(553, 181, 760, 387)",11,,15.940,m,7.314,4.740,m
129,"(63, 105, 265, 307)",0,,26.189,f,-10.474,-9.679,f
129,"(955, -2, 1130, 171)",1,,26.025,m,9.792,11.401,m
129,"(564, 181, 770, 388)",11,,8.361,m,4.985,4.740,m
130,"(59, 99, 273, 312)",0,0.999,17.826,f,-9.507,-9.679,f
130,"(950, -6, 1126, 168)",1,0.928,25.460,m,11.495,11.401,m
130,"(706, -4, 922, 210)",12,0.675,,f,-7.195,-5.929,f
131,"(59, 99, 273, 312)",0,,26.161,f,-10.784,-9.679,f
131,"(949, -6, 1125, 168)",1,,23.746,m,10.917,11.401,m
131,"(700, -3, 919, 215)",12,,18.628,f,-9.420,-5.929,f
132,"(60, 99, 272, 312)",0,,27.054,f,-10.134,-9.679,f
132,"(948, -7, 1124, 168)",1,,20.841,m,12.722,11.401,m
132,"(701, -1, 920, 217)",12,,20.053,f,-12.833,-5.929,f
133,"(60, 100, 273, 313)",0,,26.386,f,-8.320,-9.679,f
133,"(947, -7, 1123, 168)",1,,21.392,m,12.884,11.401,m
133,"(695, 0, 917, 221)",12,,15.187,f,-10.654,-5.929,f
134,"(61, 101, 273, 314)",0,,25.912,f,-8.641,-9.679,f
134,"(943, -6, 1119, 168)",1,,16.423,m,13.414,11.401,m
134,"(700, 0, 925, 225)",12,,14.271,f,-12.096,-5.929,f
135,"(61, 102, 280, 321)",0,0.999,25.280,f,-9.684,-9.679,f
135,"(946, -8, 1123, 169)",1,0.941,15.733,m,13.993,11.401,m
135,"(725, 6, 915, 196)",12,0.768,15.054,f,-7.550,-5.929,f
135,"(319, 142, 491, 313)",13,0.692,,f,-19.666,-20.155,f
136,"(62, 104, 281, 322)",0,,28.330,f,-9.298,-9.679,f
136,"(946, -7, 1124, 170)",1,,27.424,m,12.086,11.401,m
136,"(726, 9, 916, 199)",12,,27.387,f,-7.889,-5.929,f
136,"(321, 144, 491, 315)",13,,27.249,f,-21.270,-20.155,f
137,"(63, 106, 280, 323)",0,,28.064,f,-9.565,-9.679,f
137,"(939, -8, 1123, 174)",1,,18.588,m,13.079,11.401,m
137,"(726, 11, 916, 201)",12,,27.038,f,-7.404,-5.929,f
137,"(321, 145, 492, 316)",13,,26.620,f,-20.021,-20.155,f
138,"(63, 106, 280, 323)",0,,26.349,f,-11.229,-9.679,f
138,"(946, -4, 1123, 172)",1,,24.973,m,13.963,11.401,m
138,"(727, 13, 917, 203)",12,,27.090,f,-7.798,-5.929,f
138,"(322, 146, 492, 316)",13,,27.037,f,-20.210,-20.155,f
139,"(63, 106, 280, 323)",0,,25.081,f,-8.760,-9.679,f
139,"(938, -6, 1122, 176)",1,,19.493,m,11.804,11.401,m
139,"(726, 16, 911, 201)",12,,19.278,f,-4.661,-5.929,f
139,"(322, 147, 491, 316)",13,,25.803,f,-19.609,-20.155,f
140,"(59, 105, 276, 322)",0,0.999,26.710,f,-9.918,-9.679,f
140,"(941, -8, 1121, 171)",1,0.971,20.413,m,12.247,11.401,m
140,"(729, 15, 918, 204)",12,0.669,21.851,f,-6.832,-5.929,f
140,"(567, 203, 748, 384)",14,0.940,,m,17.442,15.535,m
141,"(59, 104, 275, 321)",0,,27.426,f,-9.464,-9.679,f
141,"(940, -8, 1121, 171)",1,,26.440,m,12.321,11.401,m
141,"(728, 15, 917, 204)",12,,27.694,f,-6.966,-5.929,f
141,"(567, 203, 747, 383)",14,,26.193,m,16.687,15.535,m
142,"(58, 103, 275, 320)",0,,26.478,f,-9.529,-9.679,f
142,"(940, -9, 1120, 171)",1,,26.318,m,11.780,11.401,m
142,"(728, 15, 917, 204)",12,,26.873,f,-6.827,-5.929,f
142,"(567, 202, 746, 381)",14,,26.188,m,17.168,15.535,m
143,"(57, 102, 274, 319)",0,,26.208,f,-11.766,-9.679,f
143,"(939, -9, 1119, 170)",1,,26.192,m,12.654,11.401,m
143,"(728, 14, 917, 203)",12,,25.870,f,-6.054,-5.929,f
143,"(567, 201, 746, 380)",14,,25.528,m,15.889,15.535,m
144,"(56, 101, 273, 318)",0,,25.899,f,-11.434,-9.679,f
144,"(939, -10, 1119, 169)",1,,25.554,m,11.618,11.401,m
144,"(728, 12, 917, 201)",12,,25.970,f,-6.058,-5.929,f
144,"(567, 199, 744, 377)",14,,20.736,m,10.491,15.535,m
145,"(52, 99, 272, 319)",0,0.999,21.996,f,-11.524,-9.679,f
145,"(940, -8, 1122, 173)",1,0.926,20.492,m,11.565,11.401,m
145,"(724, 8, 914, 198)",12,0.713,23.891,f,-5.105,-5.929,f
145,"(323, 139, 488, 304)",15,0.676,,f,-18.550,-16.105,f
146,"(51, 99, 270, 319)",0,,27.047,f,-11.177,-9.679,f
146,"(939, -10, 1121, 171)",1,,26.023,m,11.407,11.401,m
146,"(724, 5, 914, 195)",12,,26.727,f,-5.189,-5.929,f
146,"(322, 136, 487, 301)",15,,20.570,f,-19.661,-16.105,f
147,"(50, 99, 269, 319)",0,,26.628,f,-11.267,-9.679,f
147,"(938, -13, 1120, 169)",1,,25.192,m,10.947,11.401,m
147,"(723, 1, 913, 192)",12,,26.627,f,-4.745,-5.929,f
147,"(325, 134, 491, 300)",15,,10.487,f,-10.105,-16.105,f
148,"(49, 99, 268, 319)",0,,26.439,f,-11.258,-9.679,f
148,"(937, -15, 1120, 167)",1,,24.747,m,10.829,11.401,m
148,"(723, -1, 913, 188)",12,,26.515,f,-5.327,-5.929,f
149,"(46, 101, 261, 316)",0,,18.133,f,-4.332,-9.679,f
149,"(936, -16, 1119, 166)",1,,23.740,m,7.856,11.401,m
149,"(722, -4, 912, 186)",12,,22.958,f,-3.455,-5.929,f
150,"(56, 104, 258, 306)",0,0.988,18.277,f,-6.446,-9.679,f
150,"(942, -21, 1110, 146)",1,0.720,15.589,m,9.391,11.401,m
150,"(717, -7, 906, 181)",12,0.673,18.029,m,3.893,-5.929,f
150,"(571, 198, 731, 359)",16,0.832,,m,15.136,10.996,m
151,"(56, 104, 258, 306)",0,,21.500,f,-5.456,-9.679,f
151,"(939, -20, 1106, 146)",1,,17.858,m,10.036,11.401,m
151,"(717, -8, 905, 179)",12,,14.354,f,-0.414,-5.929,f
151,"(575, 199, 734, 358)",16,,15.881,m,16.189,10.996,m
152,"(57, 105, 258, 307)",0,,18.532,f,-1.811,-9.679,f
152,"(946, -20, 1113, 146)",1,,16.194,m,8.739,11.401,m
152,"(717, -8, 905, 180)",12,,7.693,m,4.215,-5.929,f
152,"(572, 199, 731, 358)",16,,19.307,m,12.705,10.996,m
153,"(62, 107, 261, 305)",0,,12.183,m,1.213,-9.679,f
153,"(940, -21, 1109, 148)",1,,16.139,m,7.702,11.401,m
153,"(573, 199, 732, 359)",16,,19.368,m,12.067,10.996,m
154,"(57, 108, 252, 303)",0,,10.488,m,3.303,-9.679,f
154,"(941, -20, 1111, 149)",1,,15.361,m,5.489,11.401,m
154,"(573, 200, 732, 359)",16,,19.907,m,11.872,10.996,m
155,"(576, 203, 737, 365)",16,0.888,17.305,m,10.103,10.996,m
156,"(576, 204, 738, 365)",16,,27.972,m,10.661,10.996,m
157,"(577, 205, 739, 366)",16,,27.321,m,9.089,10.996,m
158,"(577, 205, 740, 368)",16,,26.449,m,10.575,10.996,m
159,"(577, 205, 741, 369)",16,,24.917,m,9.194,10.996,m
160,"(569, 196, 744, 371)",16,0.844,16.479,m,12.933,10.996,m
160,"(63, 108, 244, 290)",17,0.931,,f,-12.463,-9.543,f
161,"(566, 199, 740, 373)",16,,13.282,m,12.416,10.996,m
161,"(60, 111, 236, 287)",17,,18.348,f,-11.237,-9.543,f
162,"(568, 200, 743, 374)",16,,9.509,m,0.012,10.996,m
162,"(61, 110, 242, 290)",17,,22.679,f,-11.872,-9.543,f
163,"(59, 112, 234, 287)",17,,17.484,f,-12.458,-9.543,f
164,"(60, 109, 244, 293)",17,,21.564,f,-11.793,-9.543,f
165,"(39, 105, 255, 321)",17,0.998,15.580,f,-12.435,-9.543,f
165,"(715, 15, 905, 204)",18,0.889,,f,-5.252,-3.720,f
165,"(324, 144, 483, 304)",19,0.684,,f,-19.053,-19.774,f
166,"(36, 107, 249, 319)",17,,19.654,f,-12.904,-9.543,f
166,"(716, 15, 905, 204)",18,,25.531,f,-3.494,-3.720,f
166,"(324, 146, 484, 306)",19,,22.320,f,-19.736,-19.774,f
167,"(45, 109, 255, 319)",17,,20.688,f,-11.756,-9.543,f
167,"(717, 16, 906, 205)",18,,25.276,f,-3.036,-3.720,f
167,"(325, 149, 484, 308)",19,,22.741,f,-19.390,-19.774,f
168,"(40, 107, 249, 316)",17,,23.762,f,-10.669,-9.543,f
168,"(719, 17, 907, 206)",18,,24.654,f,-3.769,-3.720,f
168,"(326, 151, 485, 310)",19,,22.861,f,-20.276,-19.774,f
169,"(40, 107, 253, 321)",17,,26.247,f,-10.208,-9.543,f
169,"(721, 17, 909, 206)",18,,23.640,f,-3.049,-3.720,f
169,"(327, 153, 486, 312)",19,,23.127,f,-20.416,-19.774,f
170,"(40, 108, 253, 321)",17,0.997,25.764,f,-9.502,-9.543,f
170,"(558, 193, 739, 375)",20,0.975,,m,10.721,11.714,m
171,"(40, 109, 253, 321)",17,,28.412,f,-10.207,-9.543,f
171,"(557, 193, 738, 375)",20,,27.261,m,10.983,11.714,m
172,"(40, 109, 252, 321)",17,,27.267,f,-9.179,-9.543,f
172,"(555, 193, 737, 375)",20,,26.830,m,11.618,11.714,m
173,"(38, 108, 251, 321)",17,,27.378,f,-8.180,-9.543,f
173,"(554, 193, 736, 375)",20,,24.289,m,10.353,11.714,m
174,"(36, 110, 243, 318)",17,,20.474,f,-11.329,-9.543,f
174,"(553, 195, 729, 371)",20,,14.457,m,14.894,11.714,m
175,"(37, 106, 252, 321)",17,0.987,21.935,f,-9.060,-9.543,f
176,"(36, 109, 245, 318)",17,,18.885,f,-11.123,-9.543,f
177,"(40, 105, 257, 322)",17,,19.100,f,-9.395,-9.543,f
178,"(38, 106, 248, 316)",17,,23.965,f,-9.566,-9.543,f
179,"(37, 106, 252, 320)",17,,25.461,f,-9.800,-9.543,f
180,"(43, 104, 245, 307)",17,0.979,21.270,f,-8.372,-9.543,f
180,"(570, 203, 727, 361)",21,0.886,,m,17.119,12.031,m
180,"(775, -5, 903, 121)",22,0.882,,f,-5.148,-3.112,f
181,"(42, 103, 245, 306)",17,,20.224,f,-9.525,-9.543,f
181,"(569, 202, 726, 359)",21,,25.792,m,17.679,12.031,m
181,"(776, -10, 905, 118)",22,,10.677,f,-1.076,-3.112,f
182,"(41, 102, 244, 304)",17,,16.742,f,-5.647,-9.543,f
182,"(567, 200, 724, 357)",21,,26.069,m,17.184,12.031,m
183,"(41, 100, 243, 302)",17,,13.677,f,-0.467,-9.543,f
183,"(567, 198, 724, 355)",21,,25.145,m,17.361,12.031,m
184,"(44, 98, 247, 300)",17,,9.946,m,0.567,-9.543,f
184,"(571, 197, 727, 353)",21,,21.255,m,15.038,12.031,m
185,"(559, 187, 732, 359)",21,0.800,20.341,m,12.247,12.031,m
186,"(561, 185, 738, 362)",21,,23.878,m,12.014,12.031,m
187,"(562, 186, 734, 359)",21,,25.856,m,10.070,12.031,m
188,"(564, 185, 741, 362)",21,,23.925,m,9.677,12.031,m
189,"(566, 185, 737, 357)",21,,24.468,m,10.070,12.031,m
190,"(566, 184, 735, 354)",21,0.742,24.899,m,7.781,12.031,m
190,"(50, 89, 230, 269)",23,0.723,,f,-9.627,-10.181,f
191,"(569, 183, 739, 353)",21,,21.123,m,9.521,12.031,m
191,"(48, 91, 224, 267)",23,,17.394,f,-5.879,-10.181,f
192,"(568, 183, 735, 351)",21,,24.109,m,9.494,12.031,m
192,"(49, 90, 228, 269)",23,,23.346,f,-9.123,-10.181,f
193,"(572, 182, 738, 348)",21,,14.424,m,3.175,12.031,m
193,"(47, 90, 227, 269)",23,,23.420,f,-10.466,-10.181,f
194,"(45, 89, 225, 269)",23,,24.463,f,-9.518,-10.181,f
195,"(31, 95, 246, 309)",23,0.977,12.127,f,-11.487,-10.181,f
195,"(761, -10, 907, 134)",24,0.935,,f,-5.717,-3.003,f
196,"(30, 95, 244, 309)",23,,26.870,f,-11.869,-10.181,f
196,"(760, -6, 906, 139)",24,,23.978,f,-4.470,-3.003,f
197,"(30, 95, 244, 309)",23,,26.439,f,-10.763,-10.181,f
197,"(747, -12, 911, 151)",24,,15.866,f,-3.336,-3.003,f
198,"(29, 95, 243, 308)",23,,25.376,f,-10.715,-10.181,f
198,"(744, -12, 921, 164)",24,,9.152,m,1.509,-3.003,f
199,"(29, 94, 242, 307)",23,,24.302,f,-10.687,-10.181,f
200,"(25, 92, 240, 307)",23,0.968,25.062,f,-10.209,-10.181,f
200,"(574, 188, 741, 354)",25,0.816,,m,6.273,6.155,m
201,"(24, 92, 238, 306)",23,,25.919,f,-9.767,-10.181,f
201,"(575, 189, 741, 355)",25,,26.280,m,6.305,6.155,m
202,"(22, 92, 236, 306)",23,,24.855,f,-11.099,-10.181,f
202,"(573, 191, 735, 354)",25,,19.001,m,6.325,6.155,m
203,"(15, 88, 232, 305)",23,,21.424,f,-10.104,-10.181,f
203,"(572, 188, 745, 360)",25,,22.897,m,5.157,6.155,m
204,"(11, 93, 226, 308)",23,,19.665,f,-10.970,-10.181,f
204,"(568, 187, 736, 356)",25,,12.935,m,6.716,6.155,m
205,"(15, 98, 229, 311)",23,0.999,16.762,f,-12.020,-10.181,f
205,"(754, -1, 913, 158)",26,0.968,,f,-10.983,-11.010,f
206,"(10, 102, 216, 307)",23,,16.099,f,-11.659,-10.181,f
206,"(759, -2, 910, 149)",26,,25.628,f,-11.477,-11.010,f
207,"(9, 101, 220, 313)",23,,18.014,f,-12.324,-10.181,f
207,"(759, -7, 915, 148)",26,,19.386,f,-11.310,-11.010,f
208,"(3, 104, 208, 309)",23,,9.396,f,-5.145,-10.181,f
208,"(760, -10, 915, 144)",26,,13.897,f,-10.269,-11.010,f
210,"(582, 198, 723, 340)",27,0.982,,m,5.593,4.810,m
211,"(580, 200, 717, 337)",27,,20.484,m,6.175,4.810,m
212,"(580, 200, 719, 340)",27,,23.882,m,6.251,4.810,m
